KÛd ADM;KÛd obce;N·zev obce;N·zev MOMC;N·zev MOP;KÛd Ë·sti obce;N·zev Ë·sti obce;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
6015573;533017;Unhoöù;;;174491;Unhoöù;Praûsk·;Ë.p.;438;;;27351;762856.04;1040374.90;2013-12-05T00:00:00
6015581;533017;Unhoöù;;;174491;Unhoöù;H·jeck·;Ë.p.;439;;;27351;763100.51;1040626.27;2013-12-05T00:00:00
6015590;533017;Unhoöù;;;174491;Unhoöù;V Brance;Ë.p.;440;;;27351;763299.67;1040686.29;2013-12-05T00:00:00
6015603;533017;Unhoöù;;;174491;Unhoöù;Lidick·;Ë.p.;441;;;27351;763300.03;1040289.87;2013-12-05T00:00:00
6015611;533017;Unhoöù;;;174491;Unhoöù;Lidick·;Ë.p.;442;;;27351;763302.79;1040330.52;2013-12-05T00:00:00
6015620;533017;Unhoöù;;;174491;Unhoöù;KomenskÈho;Ë.p.;443;;;27351;763604.34;1040174.09;2013-12-05T00:00:00
6015638;533017;Unhoöù;;;174491;Unhoöù;KomenskÈho;Ë.p.;444;;;27351;763593.53;1040174.35;2013-12-05T00:00:00
6015646;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;445;;;27351;766108.17;1041702.51;2013-12-05T00:00:00
6015654;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;446;;;27351;766111.87;1041732.00;2013-12-05T00:00:00
6015662;533017;Unhoöù;;;174491;Unhoöù;Lidick·;Ë.p.;447;;;27351;763298.31;1040272.36;2013-12-05T00:00:00
6015671;533017;Unhoöù;;;174491;Unhoöù;Berounsk·;Ë.p.;448;;;27351;763821.12;1040837.86;2013-12-05T00:00:00
6015689;533017;Unhoöù;;;174491;Unhoöù;Berounsk·;Ë.p.;449;;;27351;763797.79;1040734.38;2013-12-05T00:00:00
6015697;533017;Unhoöù;;;174491;Unhoöù;U Stud·nky;Ë.p.;450;;;27351;762846.81;1040293.36;2013-12-05T00:00:00
6015701;533017;Unhoöù;;;174491;Unhoöù;U Stud·nky;Ë.p.;451;;;27351;762840.75;1040280.80;2013-12-05T00:00:00
6015719;533017;Unhoöù;;;174491;Unhoöù;K¯ivokl·tsk·;Ë.p.;452;;;27351;763838.39;1040319.79;2013-12-05T00:00:00
6015727;533017;Unhoöù;;;174491;Unhoöù;U Stud·nky;Ë.p.;453;;;27351;762846.28;1040316.58;2013-12-05T00:00:00
6015743;533017;Unhoöù;;;174491;Unhoöù;Praûsk·;Ë.p.;455;;;27351;762833.67;1040407.15;2013-12-05T00:00:00
6015760;533017;Unhoöù;;;174491;Unhoöù;Alöova;Ë.p.;457;;;27351;763738.44;1039962.68;2013-12-05T00:00:00
6015778;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;458;;;27351;763786.58;1039794.09;2013-12-05T00:00:00
6015786;533017;Unhoöù;;;174491;Unhoöù;Wolkerova;Ë.p.;459;;;27351;763258.80;1040176.33;2013-12-05T00:00:00
6015794;533017;Unhoöù;;;174491;Unhoöù;Wolkerova;Ë.p.;460;;;27351;763237.04;1040178.58;2013-12-05T00:00:00
6015808;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;461;;;27351;763778.24;1039980.80;2013-12-05T00:00:00
6015816;533017;Unhoöù;;;174491;Unhoöù;Lidick·;Ë.p.;462;;;27351;763275.15;1040132.19;2013-12-05T00:00:00
6015824;533017;Unhoöù;;;174491;Unhoöù;Alöova;Ë.p.;463;;;27351;763776.79;1039955.03;2013-12-05T00:00:00
6015832;533017;Unhoöù;;;174491;Unhoöù;Smrkov·;Ë.p.;464;;;27351;766235.17;1041673.67;2013-12-05T00:00:00
6015841;533017;Unhoöù;;;174491;Unhoöù;Alöova;Ë.p.;465;;;27351;763729.08;1039962.02;2013-12-05T00:00:00
6015859;533017;Unhoöù;;;174491;Unhoöù;Lidick·;Ë.p.;466;;;27351;763276.99;1040149.64;2013-12-05T00:00:00
6015867;533017;Unhoöù;;;174491;Unhoöù;Wolkerova;Ë.p.;467;;;27351;763229.53;1040155.72;2013-12-05T00:00:00
6015875;533017;Unhoöù;;;174491;Unhoöù;Nerudova;Ë.p.;468;;;27351;763218.98;1040096.51;2013-12-05T00:00:00
6015883;533017;Unhoöù;;;174491;Unhoöù;Karlovarsk·;Ë.p.;469;;;27351;763965.85;1040131.35;2013-12-05T00:00:00
6015891;533017;Unhoöù;;;174491;Unhoöù;Wolkerova;Ë.p.;470;;;27351;763227.68;1040180.17;2013-12-05T00:00:00
6015905;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;471;;;27351;763773.17;1039919.28;2013-12-05T00:00:00
6015913;533017;Unhoöù;;;174491;Unhoöù;Karlovarsk·;Ë.p.;472;;;27351;763996.20;1040073.04;2013-12-05T00:00:00
6015921;533017;Unhoöù;;;174491;Unhoöù;Tylova;Ë.p.;473;;;27351;763225.97;1040137.08;2013-12-05T00:00:00
6015930;533017;Unhoöù;;;174491;Unhoöù;Tylova;Ë.p.;474;;;27351;763221.09;1040111.31;2013-12-05T00:00:00
6015948;533017;Unhoöù;;;174491;Unhoöù;U Stud·nky;Ë.p.;475;;;27351;762849.71;1040335.25;2013-12-05T00:00:00
6015956;533017;Unhoöù;;;174491;Unhoöù;K¯ivokl·tsk·;Ë.p.;476;;;27351;763995.94;1040325.47;2013-12-05T00:00:00
6015964;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;477;;;27351;764019.93;1040410.05;2013-12-05T00:00:00
6015972;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;478;;;27351;763774.10;1039933.40;2013-12-05T00:00:00
6015981;533017;Unhoöù;;;174491;Unhoöù;K¯ivokl·tsk·;Ë.p.;479;;;27351;764056.98;1040330.76;2013-12-05T00:00:00
6015999;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;480;;;27351;764046.30;1040396.97;2013-12-05T00:00:00
6016006;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;481;;;27351;764021.51;1040439.26;2013-12-05T00:00:00
6016014;533017;Unhoöù;;;174491;Unhoöù;Koll·rova;Ë.p.;482;;;27351;764008.33;1040465.17;2013-12-05T00:00:00
6016022;533017;Unhoöù;;;174491;Unhoöù;Lidick·;Ë.p.;483;;;27351;763200.85;1039917.99;2013-12-05T00:00:00
6016031;533017;Unhoöù;;;174491;Unhoöù;Praûsk·;Ë.p.;484;;;27351;762571.19;1040506.00;2013-12-05T00:00:00
6016049;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;485;;;27351;763768.68;1039898.40;2013-12-05T00:00:00
6016057;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;486;;;27351;763771.19;1039906.59;2013-12-05T00:00:00
6016065;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;487;;;27351;764045.38;1040366.84;2013-12-05T00:00:00
6016073;533017;Unhoöù;;;174491;Unhoöù;Lidick·;Ë.p.;488;;;27351;763293.54;1040241.72;2013-12-05T00:00:00
6016081;533017;Unhoöù;;;174491;Unhoöù;K¯ivokl·tsk·;Ë.p.;489;;;27351;764015.58;1040326.66;2013-12-05T00:00:00
6016090;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;490;;;27351;764048.80;1040431.86;2013-12-05T00:00:00
6016103;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;491;;;27351;766110.95;1041759.66;2013-12-05T00:00:00
6016111;533017;Unhoöù;;;174491;Unhoöù;Koll·rova;Ë.p.;492;;;27351;764023.36;1040465.30;2013-12-05T00:00:00
6016120;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;493;;;27351;764025.73;1040506.27;2013-12-05T00:00:00
6016138;533017;Unhoöù;;;174491;Unhoöù;Tylova;Ë.p.;494;;;27351;763226.23;1040125.72;2013-12-05T00:00:00
6016146;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;495;;;27351;764044.85;1040381.38;2013-12-05T00:00:00
6016154;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;496;;;27351;766188.35;1041953.73;2013-12-05T00:00:00
6016162;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;497;;;27351;;;2011-07-01T00:00:00
6016171;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;498;;;27351;763791.62;1039906.07;2013-12-05T00:00:00
6016189;533017;Unhoöù;;;174491;Unhoöù;Alöova;Ë.p.;499;;;27351;763794.66;1039955.64;2013-12-05T00:00:00
6016197;533017;Unhoöù;;;174491;Unhoöù;Berounsk·;Ë.p.;500;;;27351;763864.10;1040857.95;2013-12-05T00:00:00
6016201;533017;Unhoöù;;;174491;Unhoöù;U Stud·nky;Ë.p.;501;;;27351;762821.72;1040328.55;2013-12-05T00:00:00
6016219;533017;Unhoöù;;;174491;Unhoöù;DÏdk˘v ml˝n;Ë.p.;502;;;26707;765849.34;1044016.35;2013-12-05T00:00:00
6016227;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;503;;;27351;763794.39;1039934.35;2013-12-05T00:00:00
6016235;533017;Unhoöù;;;174491;Unhoöù;;Ë.p.;504;;;27351;;;2011-07-01T00:00:00
6016243;533017;Unhoöù;;;174491;Unhoöù;V Topolech;Ë.p.;505;;;27351;762865.18;1040441.51;2013-12-05T00:00:00
6016251;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;506;;;27351;763790.96;1039870.91;2013-12-05T00:00:00
6016260;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;507;;;27351;763783.90;1039899.33;2014-03-28T00:00:00
6016278;533017;Unhoöù;;;174491;Unhoöù;RaöÌnova;Ë.p.;508;;;27351;763984.99;1040383.23;2013-12-05T00:00:00
6016286;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;509;;;27351;764125.00;1040202.03;2013-12-05T00:00:00
6016294;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;510;;;27351;766170.42;1042138.06;2013-12-05T00:00:00
6016308;533017;Unhoöù;;;174491;Unhoöù;U Stud·nky;Ë.p.;511;;;27351;762813.80;1040273.12;2013-12-05T00:00:00
6016316;533017;Unhoöù;;;174491;Unhoöù;Lidick·;Ë.p.;512;;;27351;763295.54;1040253.40;2013-12-05T00:00:00
6016324;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;513;;;27351;766219.34;1041377.69;2013-12-05T00:00:00
6016332;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;514;;;27351;764128.91;1040232.36;2013-12-05T00:00:00
6016341;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;515;;;27351;764124.00;1040226.19;2013-12-05T00:00:00
6016359;533017;Unhoöù;;;174491;Unhoöù;Praûsk·;Ë.p.;517;;;27351;762891.15;1040410.19;2013-12-05T00:00:00
6016367;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;518;;;27351;764126.32;1040244.72;2013-12-05T00:00:00
6016375;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;519;;;27351;764126.32;1040251.59;2013-12-05T00:00:00
6016383;533017;Unhoöù;;;174491;Unhoöù;Lidick·;Ë.p.;520;;;27351;763292.02;1040216.38;2013-12-05T00:00:00
6016391;533017;Unhoöù;;;174491;Unhoöù;Vojanova;Ë.p.;521;;;27351;762817.02;1040291.11;2013-12-05T00:00:00
6016405;533017;Unhoöù;;;174491;Unhoöù;Suchoml˝nsk·;Ë.p.;522;;;27351;766078.05;1041875.96;2014-04-30T00:00:00
6016413;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;523;;;27351;766225.28;1042034.31;2013-12-05T00:00:00
6016430;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;525;;;27351;764121.97;1040185.12;2013-12-05T00:00:00
6016448;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;526;;;27351;764103.38;1040255.43;2013-12-05T00:00:00
6016456;533017;Unhoöù;;;174491;Unhoöù;H·jeck·;Ë.p.;527;;;27351;762927.67;1040628.12;2013-12-05T00:00:00
6016464;533017;Unhoöù;;;174491;Unhoöù;H·jeck·;Ë.p.;528;;;27351;762920.02;1040628.25;2013-12-05T00:00:00
6016472;533017;Unhoöù;;;174491;Unhoöù;H·jeck·;Ë.p.;529;;;27351;762904.07;1040629.71;2013-12-05T00:00:00
6016481;533017;Unhoöù;;;174491;Unhoöù;H·jeck·;Ë.p.;530;;;27351;762895.77;1040630.50;2013-12-05T00:00:00
6016499;533017;Unhoöù;;;174491;Unhoöù;H·jeck·;Ë.p.;531;;;27351;762875.86;1040631.03;2013-12-05T00:00:00
6016502;533017;Unhoöù;;;174491;Unhoöù;H·jeck·;Ë.p.;532;;;27351;762868.61;1040631.43;2013-12-05T00:00:00
6016511;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;533;;;27351;766207.90;1043305.57;2013-12-05T00:00:00
6016529;533017;Unhoöù;;;174491;Unhoöù;V Topolech;Ë.p.;534;;;27351;762865.71;1040450.89;2013-12-05T00:00:00
6016537;533017;Unhoöù;;;174491;Unhoöù;Nerudova;Ë.p.;535;;;27351;763230.98;1040056.99;2013-12-05T00:00:00
6016545;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;536;;;27351;764096.79;1040204.94;2013-12-05T00:00:00
6016553;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;537;;;27351;764096.64;1040195.88;2013-12-05T00:00:00
6016561;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;538;;;27351;764100.09;1040214.85;2013-12-05T00:00:00
6016570;533017;Unhoöù;;;174491;Unhoöù;Berounsk·;Ë.p.;539;;;27351;763827.85;1040872.88;2013-12-05T00:00:00
6016588;533017;Unhoöù;;;174491;Unhoöù;Berounsk·;Ë.p.;540;;;27351;763828.64;1040883.85;2013-12-05T00:00:00
6016596;533017;Unhoöù;;;174491;Unhoöù;Berounsk·;Ë.p.;541;;;27351;763834.04;1040910.55;2013-12-05T00:00:00
6016600;533017;Unhoöù;;;174491;Unhoöù;Berounsk·;Ë.p.;542;;;27351;763835.23;1040924.30;2013-12-05T00:00:00
6016618;533017;Unhoöù;;;174491;Unhoöù;HavlÌËkova;Ë.p.;543;;;27351;763840.90;1040345.43;2013-12-05T00:00:00
6016626;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;544;;;27351;764099.43;1040178.38;2013-12-05T00:00:00
6016634;533017;Unhoöù;;;174491;Unhoöù;B¯ezov·;Ë.p.;545;;;27351;766312.45;1041352.93;2013-12-05T00:00:00
6016642;533017;Unhoöù;;;174491;Unhoöù;U Stud·nky;Ë.p.;546;;;27351;762811.59;1040263.13;2013-12-05T00:00:00
6016651;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;547;;;27351;766209.67;1043321.89;2013-12-05T00:00:00
6016669;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;548;;;27351;766248.36;1041283.68;2013-12-05T00:00:00
6016677;533017;Unhoöù;;;174491;Unhoöù;Suchoml˝nsk·;Ë.p.;549;;;27351;766019.55;1041885.26;2013-12-05T00:00:00
6016685;533017;Unhoöù;;;174491;Unhoöù;Suchoml˝nsk·;Ë.p.;550;;;27351;766030.63;1041881.57;2013-12-05T00:00:00
6016693;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;551;;;27351;764104.44;1040261.77;2013-12-05T00:00:00
6016707;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;552;;;27351;764121.18;1040162.65;2013-12-05T00:00:00
6016715;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;553;;;27351;763766.31;1039867.87;2013-12-05T00:00:00
6016723;533017;Unhoöù;;;174491;Unhoöù;Suchoml˝nsk·;Ë.p.;554;;;27351;765879.24;1041809.95;2013-12-05T00:00:00
6016731;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;555;;;27351;764119.23;1040148.18;2013-12-05T00:00:00
6016740;533017;Unhoöù;;;174491;Unhoöù;H·jeck·;Ë.p.;556;;;27351;763482.39;1040578.89;2013-12-05T00:00:00
6016758;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;557;;;27351;764054.08;1040507.99;2013-12-05T00:00:00
6016766;533017;Unhoöù;;;174491;Unhoöù;LesnÌ;Ë.p.;558;;;27351;766051.20;1042005.34;2014-04-15T00:00:00
6016774;533017;Unhoöù;;;174491;Unhoöù;B¯ezov·;Ë.p.;559;;;27351;766348.05;1041405.07;2013-12-05T00:00:00
6016782;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;560;;;27351;764054.87;1040473.49;2013-12-05T00:00:00
6016791;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;561;;;27351;764097.45;1040132.52;2013-12-05T00:00:00
6016804;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;562;;;27351;766272.32;1043475.92;2013-12-05T00:00:00
6016812;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;563;;;27351;766280.93;1043414.28;2013-12-05T00:00:00
6016821;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;564;;;27351;766270.55;1043292.28;2013-12-05T00:00:00
6016839;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;565;;;27351;766272.83;1043304.05;2013-12-05T00:00:00
6016847;533017;Unhoöù;;;174491;Unhoöù;Pivovarsk·;Ë.p.;566;;;27351;763188.53;1040573.43;2013-12-05T00:00:00
6016855;533017;Unhoöù;;;174491;Unhoöù;K¯ivokl·tsk·;Ë.p.;567;;;27351;764562.55;1040557.66;2013-12-05T00:00:00
6016863;533017;Unhoöù;;;174491;Unhoöù;LesnÌ;Ë.p.;568;;;27351;765997.40;1042004.29;2014-04-15T00:00:00
6016871;533017;Unhoöù;;;174491;Unhoöù;;Ë.p.;569;;;27351;762701.55;1038663.74;2013-12-05T00:00:00
6016880;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;570;;;27351;766218.42;1042090.66;2013-12-05T00:00:00
6016898;533017;Unhoöù;;;174491;Unhoöù;K¯Ìûov·;Ë.p.;571;;;27351;765967.86;1041945.83;2013-12-05T00:00:00
6016901;533017;Unhoöù;;;174491;Unhoöù;U Stud·nky;Ë.p.;572;;;27351;762808.58;1040254.10;2013-12-05T00:00:00
6016910;533017;Unhoöù;;;174491;Unhoöù;K¯ivokl·tsk·;Ë.p.;573;;;27351;764047.75;1040292.43;2013-12-05T00:00:00
6016928;533017;Unhoöù;;;174491;Unhoöù;Suchoml˝nsk·;Ë.p.;574;;;27351;765965.22;1041875.78;2013-12-05T00:00:00
6016936;533017;Unhoöù;;;174491;Unhoöù;Karlovarsk·;Ë.p.;575;;;27351;764031.14;1040110.31;2013-12-05T00:00:00
6016944;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;576;;;27351;764053.42;1040481.55;2013-12-05T00:00:00
6016952;533017;Unhoöù;;;174491;Unhoöù;;Ë.p.;577;;;27351;766261.06;1043319.11;2013-12-05T00:00:00
6016961;533017;Unhoöù;;;174491;Unhoöù;Na Trûiöti;Ë.p.;578;;;27351;763726.55;1040742.24;2013-12-05T00:00:00
6016979;533017;Unhoöù;;;174491;Unhoöù;Na Trûiöti;Ë.p.;579;;;27351;763744.48;1040761.00;2013-12-05T00:00:00
6016987;533017;Unhoöù;;;174491;Unhoöù;U »eperky;Ë.p.;580;;;27351;765902.58;1040729.62;2013-12-05T00:00:00
6016995;533017;Unhoöù;;;174491;Unhoöù;Na Trûiöti;Ë.p.;581;;;27351;763720.88;1040671.40;2013-12-05T00:00:00
6017002;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;582;;;27351;766205.62;1043343.28;2013-12-05T00:00:00
6017011;533017;Unhoöù;;;174491;Unhoöù;TuchonÌnsk·;Ë.p.;583;;;27351;766294.93;1042147.24;2013-12-05T00:00:00
6017029;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;584;;;27351;766232.33;1043410.74;2013-12-05T00:00:00
6017037;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;585;;;27351;766207.65;1043357.58;2013-12-05T00:00:00
6017045;533017;Unhoöù;;;174491;Unhoöù;B¯ezov·;Ë.p.;586;;;27351;766305.85;1041446.15;2013-12-05T00:00:00
6017053;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;587;;;27351;764033.91;1040139.12;2013-12-05T00:00:00
6017061;533017;Unhoöù;;;174491;Unhoöù;Praûsk·;Ë.p.;588;;;27351;762796.85;1040376.88;2013-12-05T00:00:00
6017070;533017;Unhoöù;;;174491;Unhoöù;V Topolech;Ë.p.;589;;;27351;762836.18;1040472.83;2013-12-05T00:00:00
6017088;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;590;;;27351;764032.32;1040213.53;2013-12-05T00:00:00
6017096;533017;Unhoöù;;;174491;Unhoöù;K¯ivokl·tsk·;Ë.p.;591;;;27351;764084.00;1040300.49;2013-12-05T00:00:00
6017100;533017;Unhoöù;;;174491;Unhoöù;V Topolech;Ë.p.;592;;;27351;762826.55;1040477.59;2013-12-05T00:00:00
6017118;533017;Unhoöù;;;174491;Unhoöù;Praûsk·;Ë.p.;593;;;27351;762786.17;1040384.02;2013-12-05T00:00:00
6017126;533017;Unhoöù;;;174491;Unhoöù;Karlovarsk·;Ë.p.;594;;;27351;764067.13;1040098.55;2013-12-05T00:00:00
6017134;533017;Unhoöù;;;174491;Unhoöù;Na Trûiöti;Ë.p.;595;;;27351;763726.42;1040636.62;2013-12-05T00:00:00
6017142;533017;Unhoöù;;;174491;Unhoöù;Na Trûiöti;Ë.p.;596;;;27351;763722.32;1040713.62;2013-12-05T00:00:00
6017151;533017;Unhoöù;;;174491;Unhoöù;B¯ezov·;Ë.p.;597;;;27351;766269.19;1041445.36;2013-12-05T00:00:00
6017169;533017;Unhoöù;;;174491;Unhoöù;Unhoöùsk·;Ë.p.;598;;;27351;766207.34;1042057.48;2013-12-05T00:00:00
6017177;533017;Unhoöù;;;174491;Unhoöù;Na Trûiöti;Ë.p.;599;;;27351;763723.23;1040643.76;2013-12-05T00:00:00
6017185;533017;Unhoöù;;;174491;Unhoöù;Praûsk·;Ë.p.;600;;;27351;762748.51;1040450.48;2013-12-05T00:00:00
6017193;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;601;;;27351;764117.89;1040122.07;2013-12-05T00:00:00
6017207;533017;Unhoöù;;;174491;Unhoöù;ätef·nikova;Ë.p.;602;;;27351;764121.31;1040130.90;2013-12-05T00:00:00
6017215;533017;Unhoöù;;;174491;Unhoöù;U JezÌrka;Ë.p.;603;;;27351;763811.63;1040774.29;2013-12-05T00:00:00
6017223;533017;Unhoöù;;;174491;Unhoöù;U »eperky;Ë.p.;604;;;27351;765877.79;1040671.16;2013-12-05T00:00:00
6017231;533017;Unhoöù;;;174491;Unhoöù;U »eperky;Ë.p.;605;;;27351;765883.43;1040653.33;2013-12-05T00:00:00
6017240;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;606;;;27351;764029.95;1040153.66;2013-12-05T00:00:00
6017258;533017;Unhoöù;;;174491;Unhoöù;Na BÌlÈ pÏöinÏ;Ë.p.;607;;;27351;763604.09;1040142.63;2013-12-05T00:00:00
6017266;533017;Unhoöù;;;174491;Unhoöù;;Ë.p.;608;;;27351;762716.77;1038833.34;2013-12-05T00:00:00
6017274;533017;Unhoöù;;;174491;Unhoöù;H¯ebenka;Ë.p.;609;;;27351;766171.45;1043311.01;2013-12-05T00:00:00
6017282;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;610;;;27351;764038.26;1040242.47;2013-12-05T00:00:00
6017291;533017;Unhoöù;;;174491;Unhoöù;Smetanova;Ë.p.;611;;;27351;763520.77;1040078.40;2013-12-05T00:00:00
6017304;533017;Unhoöù;;;174491;Unhoöù;Na Trûiöti;Ë.p.;612;;;27351;763726.55;1040693.60;2013-12-05T00:00:00
6017312;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;613;;;27351;764036.28;1040228.60;2013-12-05T00:00:00
6017321;533017;Unhoöù;;;174491;Unhoöù;KomenskÈho;Ë.p.;614;;;27351;763408.69;1040175.19;2013-12-05T00:00:00
6017339;533017;Unhoöù;;;174491;Unhoöù;Vojanova;Ë.p.;615;;;27351;762798.30;1040323.62;2013-12-05T00:00:00
6017347;533017;Unhoöù;;;174491;Unhoöù;KomenskÈho;Ë.p.;616;;;27351;763425.56;1040175.31;2013-12-05T00:00:00
6017355;533017;Unhoöù;;;174491;Unhoöù;LuËnÌ;Ë.p.;617;;;27351;763920.39;1040735.44;2013-12-05T00:00:00
6017363;533017;Unhoöù;;;174491;Unhoöù;Zd. Hofbauera;Ë.p.;618;;;27351;763779.99;1039748.50;2013-12-05T00:00:00
6017371;533017;Unhoöù;;;174491;Unhoöù;U KluziötÏ;Ë.p.;619;;;27351;763832.72;1040552.66;2013-12-05T00:00:00
6017380;533017;Unhoöù;;;174491;Unhoöù;LuËnÌ;Ë.p.;620;;;27351;763965.35;1040745.74;2013-12-05T00:00:00
6017398;533017;Unhoöù;;;174491;Unhoöù;Lipov·;Ë.p.;621;;;27351;766318.35;1041584.54;2013-12-05T00:00:00
6017401;533017;Unhoöù;;;174491;Unhoöù;KomenskÈho;Ë.p.;622;;;27351;763665.65;1040113.29;2013-12-05T00:00:00
6017410;533017;Unhoöù;;;174491;Unhoöù;Seifertova;Ë.p.;623;;;27351;764034.70;1040198.73;2013-12-05T00:00:00
6017428;533017;Unhoöù;;;174491;Unhoöù;;Ë.p.;624;;;27351;766241.24;1040844.17;2013-12-05T00:00:00
6017436;533017;Unhoöù;;;174491;Unhoöù;Na Trûiöti;Ë.p.;625;;;27351;763737.62;1040679.33;2013-12-05T00:00:00
6017444;533017;Unhoöù;;;174491;Unhoöù;LuËnÌ;Ë.p.;626;;;27351;764012.68;1040752.62;2013-12-05T00:00:00
6017452;533017;Unhoöù;;;174491;Unhoöù;Na BÌlÈ pÏöinÏ;Ë.p.;627;;;27351;763606.86;1040052.81;2013-12-05T00:00:00
6017461;533017;Unhoöù;;;174491;Unhoöù;Karlovarsk·;Ë.p.;628;;;27351;764094.81;1040091.94;2013-12-05T00:00:00
6017479;533017;Unhoöù;;;174491;Unhoöù;Suchoml˝nsk·;Ë.p.;629;;;27351;765888.21;1041866.83;2013-12-05T00:00:00
6017487;533017;Unhoöù;;;174491;Unhoöù;LesnÌ;Ë.p.;630;;;27351;765818.93;1041915.64;2013-12-05T00:00:00
6017495;533017;Unhoöù;;;174491;Unhoöù;ätoka;Ë.p.;631;;;27351;765295.40;1041920.54;2013-12-05T00:00:00
6017509;533017;Unhoöù;;;174491;Unhoöù;Suchoml˝nsk·;Ë.p.;632;;;27351;765853.92;1041857.35;2013-12-05T00:00:00
6017525;533017;Unhoöù;;;174491;Unhoöù;LesnÌ;Ë.p.;633;;;27351;765879.24;1041916.86;2014-04-15T00:00:00
