Kód ADM;Kód obce;Název obce;Název MOMC;Název MOP;Kód èásti obce;Název èásti obce;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
18613489;590673;Hrotovice;;;48461;Hrotovice;nám. 8. kvìtna;è.p.;1;;;67555;639204.63;1165860.25;2013-12-04T00:00:00
18613497;590673;Hrotovice;;;48461;Hrotovice;nám. 8. kvìtna;è.p.;2;;;67555;639181.63;1165836.25;2013-12-04T00:00:00
18613519;590673;Hrotovice;;;48461;Hrotovice;nám. 8. kvìtna;è.p.;4;;;67555;639131.06;1165823.88;2013-12-04T00:00:00
18613527;590673;Hrotovice;;;48461;Hrotovice;Jihlavská;è.p.;4;;;67555;;;2011-07-01T00:00:00
18613535;590673;Hrotovice;;;48461;Hrotovice;nám. 8. kvìtna;è.p.;5;;;67555;639157.50;1165938.13;2013-12-04T00:00:00
18613543;590673;Hrotovice;;;48461;Hrotovice;nám. 8. kvìtna;è.p.;6;;;67555;639207.31;1165935.50;2013-12-04T00:00:00
18613551;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;7;;;67555;639257.94;1165992.00;2013-12-04T00:00:00
18613560;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;8;;;67555;639268.06;1165905.75;2013-12-04T00:00:00
18613578;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;9;;;67555;639287.63;1165943.25;2013-12-04T00:00:00
18613586;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;10;;;67555;639283.06;1165963.75;2013-12-04T00:00:00
18613594;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;11;;;67555;639301.50;1165978.13;2013-12-04T00:00:00
18613608;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;12;;;67555;639319.19;1166001.13;2013-12-04T00:00:00
18613616;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;13;;;67555;639326.00;1166020.88;2013-12-04T00:00:00
18613624;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;14;;;67555;639313.94;1166039.00;2013-12-04T00:00:00
18613632;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;15;;;67555;639324.94;1166051.50;2013-12-04T00:00:00
18613641;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;16;;;67555;639354.63;1166088.50;2013-12-04T00:00:00
18613659;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;17;;;67555;639301.13;1166078.13;2013-12-04T00:00:00
18613667;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;18;;;67555;639298.31;1166108.50;2013-12-04T00:00:00
18613675;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;19;;;67555;639278.44;1166107.00;2013-12-04T00:00:00
18613683;590673;Hrotovice;;;48461;Hrotovice;Zákostelní;è.p.;20;;;67555;639224.75;1166128.00;2013-12-04T00:00:00
18613691;590673;Hrotovice;;;48461;Hrotovice;Dražka;è.p.;21;;;67555;639385.68;1166010.68;2013-12-04T00:00:00
18613705;590673;Hrotovice;;;48461;Hrotovice;Dražka;è.p.;22;;;67555;639378.38;1165980.63;2013-12-04T00:00:00
