Kód ADM;Kód obce;Název obce;Název MOMC;Název MOP;Kód èásti obce;Název èásti obce;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
1180240;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;1;;;28941;692567.94;1050203.00;2013-12-04T00:00:00
1180258;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;2;;;28941;692549.13;1050241.25;2013-12-04T00:00:00
1180266;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;3;;;28941;692535.81;1050284.38;2013-12-04T00:00:00
1180274;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;4;;;28941;692518.69;1050325.38;2013-12-04T00:00:00
1180282;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;5;;;28941;692503.19;1050364.13;2013-12-04T00:00:00
1180291;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;6;;;28941;692479.38;1050389.00;2013-12-04T00:00:00
1180304;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;7;;;28941;692448.38;1050468.25;2013-12-04T00:00:00
1180312;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;8;;;28941;692435.63;1050511.88;2013-12-04T00:00:00
1180321;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;9;;;28941;692429.56;1050542.38;2013-12-04T00:00:00
1180339;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;10;;;28941;692406.81;1050581.63;2013-12-04T00:00:00
1180347;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;11;;;28941;692400.75;1050620.38;2013-12-04T00:00:00
1180355;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;12;;;28941;692379.75;1050675.25;2013-12-04T00:00:00
1180363;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;13;;;28941;692365.88;1050716.13;2013-12-04T00:00:00
1180371;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;14;;;28941;692433.44;1050704.00;2013-12-04T00:00:00
1180380;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;15;;;28941;692446.69;1050663.63;2013-12-04T00:00:00
1180398;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;16;;;28941;692468.31;1050624.25;2013-12-04T00:00:00
1180401;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;17;;;28941;692477.13;1050580.50;2013-12-04T00:00:00
1180410;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;18;;;28941;692501.50;1050544.00;2013-12-04T00:00:00
1180428;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;19;;;28941;692507.06;1050499.25;2013-12-04T00:00:00
1180436;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;20;;;28941;692526.94;1050458.25;2013-12-04T00:00:00
1180444;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;21;;;28941;692554.06;1050390.75;2013-12-04T00:00:00
1180452;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;22;;;28941;692593.38;1050359.13;2013-12-04T00:00:00
1180461;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;23;;;28941;692591.19;1050312.13;2013-12-04T00:00:00
1180479;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;24;;;28941;692611.63;1050270.00;2013-12-04T00:00:00
1180487;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;25;;;28941;692638.45;1050237.58;2013-12-04T00:00:00
1180495;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;26;;;28941;692644.31;1050190.88;2013-12-04T00:00:00
1180509;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;27;;;28941;692537.50;1050433.38;2013-12-04T00:00:00
1180517;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;28;;;28941;692400.75;1050730.63;2013-12-04T00:00:00
1180525;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;29;;;28941;692607.25;1050164.25;2013-12-04T00:00:00
1180533;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;30;;;28941;692581.75;1050337.50;2013-12-04T00:00:00
1180541;537675;Pòov-Pøedhradí;;;122777;Klipec;;è.p.;31;;;28941;692559.63;1050365.75;2013-12-04T00:00:00
