Kуd ADM;Kуd obce;Nбzev obce;Nбzev MOMC;Nбzev MOP;Kуd ибsti obce;Nбzev ибsti obce;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
477;562343;Arnoltice;;;434;Arnoltice;;и.p.;63;;;40714;742638.00;959008.00;2013-11-29T00:00:00
485;562343;Arnoltice;;;434;Arnoltice;;и.p.;64;;;40714;742517.00;958722.00;2013-11-29T00:00:00
493;562343;Arnoltice;;;434;Arnoltice;;и.p.;66;;;40714;742388.00;958658.00;2013-11-29T00:00:00
507;562343;Arnoltice;;;434;Arnoltice;;и.ev.;193;;;40714;742200.00;959046.00;2015-07-28T00:00:00
515;562343;Arnoltice;;;434;Arnoltice;;и.p.;69;;;40714;742114.00;959054.00;2013-11-29T00:00:00
523;562343;Arnoltice;;;434;Arnoltice;;и.p.;70;;;40714;742546.00;959158.00;2013-11-29T00:00:00
531;562343;Arnoltice;;;434;Arnoltice;;и.p.;72;;;40714;742620.00;959121.00;2013-11-29T00:00:00
540;562343;Arnoltice;;;434;Arnoltice;;и.p.;74;;;40714;741944.00;959313.00;2013-11-29T00:00:00
558;562343;Arnoltice;;;434;Arnoltice;;и.p.;75;;;40714;741975.00;959300.00;2013-11-29T00:00:00
566;562343;Arnoltice;;;434;Arnoltice;;и.p.;76;;;40714;742056.00;959176.00;2013-11-29T00:00:00
574;562343;Arnoltice;;;434;Arnoltice;;и.p.;79;;;40714;742481.00;958851.00;2013-11-29T00:00:00
582;562343;Arnoltice;;;434;Arnoltice;;и.p.;80;;;40714;741992.00;959283.00;2013-11-29T00:00:00
591;562343;Arnoltice;;;434;Arnoltice;;и.p.;81;;;40714;742411.00;958879.00;2013-11-29T00:00:00
604;562343;Arnoltice;;;434;Arnoltice;;и.p.;82;;;40714;742550.00;959014.00;2013-11-29T00:00:00
612;562343;Arnoltice;;;434;Arnoltice;;и.p.;83;;;40714;742075.00;959140.00;2013-11-29T00:00:00
621;562343;Arnoltice;;;434;Arnoltice;;и.p.;84;;;40714;742520.00;959063.00;2013-11-29T00:00:00
639;562343;Arnoltice;;;434;Arnoltice;;и.p.;85;;;40714;742044.00;959218.00;2013-11-29T00:00:00
647;562343;Arnoltice;;;434;Arnoltice;;и.p.;86;;;40714;742632.00;958989.00;2013-11-29T00:00:00
663;562343;Arnoltice;;;434;Arnoltice;;и.p.;88;;;40714;742554.00;958666.00;2013-11-29T00:00:00
671;562343;Arnoltice;;;434;Arnoltice;;и.p.;89;;;40714;742022.00;959263.00;2013-11-29T00:00:00
680;562343;Arnoltice;;;434;Arnoltice;;и.p.;91;;;40714;742001.88;959278.00;2013-11-29T00:00:00
698;562343;Arnoltice;;;434;Arnoltice;;и.p.;93;;;40714;742620.00;959010.00;2013-11-29T00:00:00
701;562343;Arnoltice;;;434;Arnoltice;;и.p.;95;;;40714;742146.00;959052.00;2013-11-29T00:00:00
710;562343;Arnoltice;;;434;Arnoltice;;и.p.;96;;;40714;742486.00;959112.00;2013-11-29T00:00:00
728;562343;Arnoltice;;;434;Arnoltice;;и.p.;97;;;40714;742042.00;959207.00;2013-11-29T00:00:00
736;562343;Arnoltice;;;434;Arnoltice;;и.p.;98;;;40714;742427.00;958665.00;2013-11-29T00:00:00
744;562343;Arnoltice;;;434;Arnoltice;;и.p.;99;;;40714;742530.00;958673.00;2013-11-29T00:00:00
752;562343;Arnoltice;;;434;Arnoltice;;и.p.;100;;;40714;742578.00;958625.00;2013-11-29T00:00:00
779;562343;Arnoltice;;;434;Arnoltice;;и.p.;105;;;40714;742605.00;958560.00;2013-11-29T00:00:00
787;562343;Arnoltice;;;434;Arnoltice;;и.p.;106;;;40714;742626.00;958533.00;2013-11-29T00:00:00
795;562343;Arnoltice;;;434;Arnoltice;;и.p.;107;;;40714;742625.00;958524.00;2013-11-29T00:00:00
809;562343;Arnoltice;;;434;Arnoltice;;и.p.;108;;;40714;742645.00;958515.00;2013-11-29T00:00:00
817;562343;Arnoltice;;;434;Arnoltice;;и.p.;109;;;40714;742653.00;958505.00;2013-11-29T00:00:00
825;562343;Arnoltice;;;434;Arnoltice;;и.p.;110;;;40714;742658.00;958492.00;2013-11-29T00:00:00
833;562343;Arnoltice;;;434;Arnoltice;;и.p.;111;;;40714;742621.00;958482.00;2013-11-29T00:00:00
841;562343;Arnoltice;;;434;Arnoltice;;и.p.;115;;;40714;742182.00;959105.00;2013-11-29T00:00:00
850;562343;Arnoltice;;;434;Arnoltice;;и.p.;116;;;40714;742593.00;958611.00;2013-11-29T00:00:00
876;562343;Arnoltice;;;434;Arnoltice;;и.p.;119;;;40714;742193.56;958839.69;2013-11-29T00:00:00
884;562343;Arnoltice;;;434;Arnoltice;;и.p.;120;;;40714;742214.69;958832.88;2013-11-29T00:00:00
892;562343;Arnoltice;;;434;Arnoltice;;и.p.;122;;;40714;742025.00;959311.00;2013-11-29T00:00:00
906;562343;Arnoltice;;;434;Arnoltice;;и.p.;123;;;40714;742609.00;958513.00;2013-11-29T00:00:00
914;562343;Arnoltice;;;434;Arnoltice;;и.p.;124;;;40714;743977.00;957355.00;2013-11-29T00:00:00
922;562343;Arnoltice;;;434;Arnoltice;;и.p.;125;;;40714;742560.00;958573.00;2013-11-29T00:00:00
931;562343;Arnoltice;;;434;Arnoltice;;и.p.;126;;;40714;742538.00;958567.00;2013-11-29T00:00:00
949;562343;Arnoltice;;;434;Arnoltice;;и.p.;127;;;40714;742537.97;958550.89;2013-11-29T00:00:00
957;562343;Arnoltice;;;434;Arnoltice;;и.p.;130;;;40714;742598.00;959058.00;2013-11-29T00:00:00
965;562343;Arnoltice;;;434;Arnoltice;;и.p.;131;;;40714;742502.00;958701.00;2013-11-29T00:00:00
973;562343;Arnoltice;;;434;Arnoltice;;и.p.;132;;;40714;742549.00;958696.00;2013-11-29T00:00:00
981;562343;Arnoltice;;;434;Arnoltice;;и.ev.;133;;;40714;742563.00;958704.00;2013-11-29T00:00:00
990;562343;Arnoltice;;;434;Arnoltice;;и.p.;134;;;40714;742366.00;959007.00;2013-11-29T00:00:00
1007;562343;Arnoltice;;;434;Arnoltice;;и.p.;136;;;40714;742030.00;959238.00;2013-11-29T00:00:00
1015;562343;Arnoltice;;;434;Arnoltice;;и.p.;139;;;40714;742195.00;958816.00;2013-11-29T00:00:00
1023;562343;Arnoltice;;;434;Arnoltice;;и.p.;140;;;40714;742509.88;958454.06;2013-11-29T00:00:00
1031;562343;Arnoltice;;;434;Arnoltice;;и.p.;141;;;40714;742573.00;959087.00;2013-11-29T00:00:00
1040;562343;Arnoltice;;;434;Arnoltice;;и.p.;142;;;40714;742530.00;959119.00;2013-11-29T00:00:00
1058;562343;Arnoltice;;;434;Arnoltice;;и.p.;145;;;40714;742436.92;958878.77;2016-06-15T00:00:00
1074;562343;Arnoltice;;;434;Arnoltice;;и.p.;149;;;40714;742701.00;958862.00;2013-11-29T00:00:00
1082;562343;Arnoltice;;;434;Arnoltice;;и.p.;150;;;40714;742556.00;959198.00;2013-11-29T00:00:00
1091;562343;Arnoltice;;;434;Arnoltice;;и.p.;151;;;40714;742605.00;959295.00;2013-11-29T00:00:00
1104;562343;Arnoltice;;;434;Arnoltice;;и.p.;152;;;40714;742587.00;959286.00;2013-11-29T00:00:00
1112;562343;Arnoltice;;;434;Arnoltice;;и.p.;153;;;40714;742386.00;958629.00;2013-11-29T00:00:00
1121;562343;Arnoltice;;;434;Arnoltice;;и.p.;154;;;40714;742248.00;959075.00;2013-11-29T00:00:00
1139;562343;Arnoltice;;;434;Arnoltice;;и.p.;155;;;40714;742226.00;959090.00;2013-11-29T00:00:00
1147;562343;Arnoltice;;;434;Arnoltice;;и.p.;156;;;40714;742487.00;959168.00;2013-11-29T00:00:00
1155;562343;Arnoltice;;;434;Arnoltice;;и.p.;157;;;40714;742460.00;959052.00;2013-11-29T00:00:00
1163;562343;Arnoltice;;;434;Arnoltice;;и.p.;159;;;40714;743534.00;957439.00;2013-11-29T00:00:00
1171;562343;Arnoltice;;;434;Arnoltice;;и.p.;160;;;40714;742493.00;958769.00;2013-11-29T00:00:00
1180;562343;Arnoltice;;;434;Arnoltice;;и.p.;161;;;40714;744090.19;957389.31;2013-11-29T00:00:00
1198;562343;Arnoltice;;;434;Arnoltice;;и.p.;162;;;40714;742461.00;959016.00;2013-11-29T00:00:00
1201;562343;Arnoltice;;;434;Arnoltice;;и.p.;163;;;40714;742328.00;958907.00;2013-11-29T00:00:00
1210;562343;Arnoltice;;;434;Arnoltice;;и.p.;164;;;40714;742724.00;958934.00;2013-11-29T00:00:00
1228;562343;Arnoltice;;;434;Arnoltice;;и.p.;166;;;40714;742400.00;958851.00;2013-11-29T00:00:00
1236;562343;Arnoltice;;;434;Arnoltice;;и.p.;167;;;40714;742631.00;959175.00;2013-11-29T00:00:00
1244;562343;Arnoltice;;;434;Arnoltice;;и.p.;168;;;40714;744001.00;957388.00;2013-11-29T00:00:00
1252;562343;Arnoltice;;;434;Arnoltice;;и.p.;169;;;40714;742102.00;958859.00;2013-11-29T00:00:00
1261;562343;Arnoltice;;;434;Arnoltice;;и.p.;170;;;40714;744024.00;957382.00;2013-11-29T00:00:00
1279;562343;Arnoltice;;;434;Arnoltice;;и.ev.;171;;;40714;741852.95;959293.38;2013-11-29T00:00:00
1325;562343;Arnoltice;;;434;Arnoltice;;и.ev.;1;;;40714;742664.00;958425.00;2013-11-29T00:00:00
1333;562343;Arnoltice;;;434;Arnoltice;;и.ev.;2;;;40714;742077.00;958826.00;2013-11-29T00:00:00
1341;562343;Arnoltice;;;434;Arnoltice;;и.ev.;3;;;40714;741891.00;959235.00;2013-11-29T00:00:00
1376;562343;Arnoltice;;;434;Arnoltice;;и.ev.;7;;;40714;741820.00;959252.00;2013-11-29T00:00:00
1384;562343;Arnoltice;;;434;Arnoltice;;и.ev.;8;;;40714;742101.00;958807.00;2013-11-29T00:00:00
1392;562343;Arnoltice;;;434;Arnoltice;;и.ev.;10;;;40714;742084.00;958862.00;2013-11-29T00:00:00
1406;562343;Arnoltice;;;434;Arnoltice;;и.ev.;11;;;40714;742128.00;958821.00;2013-11-29T00:00:00
1414;562343;Arnoltice;;;434;Arnoltice;;и.ev.;12;;;40714;742657.21;959176.96;2013-11-29T00:00:00
1422;562343;Arnoltice;;;434;Arnoltice;;и.ev.;14;;;40714;741848.00;959202.00;2013-11-29T00:00:00
1431;562343;Arnoltice;;;434;Arnoltice;;и.ev.;15;;;40714;742089.00;958930.00;2013-11-29T00:00:00
1449;562343;Arnoltice;;;434;Arnoltice;;и.ev.;16;;;40714;742065.00;958923.00;2013-11-29T00:00:00
1465;562343;Arnoltice;;;434;Arnoltice;;и.ev.;18;;;40714;741805.00;959279.00;2013-11-29T00:00:00
1473;562343;Arnoltice;;;434;Arnoltice;;и.ev.;20;;;40714;741839.00;959229.00;2013-11-29T00:00:00
1481;562343;Arnoltice;;;434;Arnoltice;;и.ev.;22;;;40714;742282.00;958935.00;2013-11-29T00:00:00
1490;562343;Arnoltice;;;434;Arnoltice;;и.ev.;25;;;40714;742659.00;958319.00;2013-11-29T00:00:00
1503;562343;Arnoltice;;;434;Arnoltice;;и.ev.;26;;;40714;742087.00;959106.00;2013-11-29T00:00:00
1520;562343;Arnoltice;;;434;Arnoltice;;и.ev.;30;;;40714;742687.00;959219.00;2013-11-29T00:00:00
1538;562343;Arnoltice;;;434;Arnoltice;;и.ev.;32;;;40714;741955.00;959278.00;2013-11-29T00:00:00
1546;562343;Arnoltice;;;434;Arnoltice;;и.ev.;34;;;40714;742120.00;958775.00;2013-11-29T00:00:00
1554;562343;Arnoltice;;;434;Arnoltice;;и.ev.;40;;;40714;742110.00;958875.00;2013-11-29T00:00:00
1571;562343;Arnoltice;;;434;Arnoltice;;и.ev.;42;;;40714;741892.00;959263.00;2013-11-29T00:00:00
1589;562343;Arnoltice;;;434;Arnoltice;;и.ev.;44;;;40714;742076.75;959112.44;2013-11-29T00:00:00
1597;562343;Arnoltice;;;434;Arnoltice;;и.ev.;47;;;40714;742260.00;958963.00;2013-11-29T00:00:00
1601;562343;Arnoltice;;;434;Arnoltice;;и.ev.;51;;;40714;742653.00;958437.00;2013-11-29T00:00:00
1619;562343;Arnoltice;;;434;Arnoltice;;и.ev.;52;;;40714;742650.00;958449.00;2013-11-29T00:00:00
1627;562343;Arnoltice;;;434;Arnoltice;;и.ev.;66;;;40714;742584.00;958568.00;2013-11-29T00:00:00
1635;562343;Arnoltice;;;434;Arnoltice;;и.ev.;67;;;40714;742676.00;958342.00;2013-11-29T00:00:00
1643;562343;Arnoltice;;;434;Arnoltice;;и.ev.;71;;;40714;741932.00;959281.00;2013-11-29T00:00:00
1651;562343;Arnoltice;;;434;Arnoltice;;и.ev.;72;;;40714;741914.00;959251.00;2013-11-29T00:00:00
1660;562343;Arnoltice;;;434;Arnoltice;;и.ev.;76;;;40714;742072.00;959064.00;2013-11-29T00:00:00
1686;562343;Arnoltice;;;434;Arnoltice;;и.ev.;92;;;40714;741886.00;959208.00;2013-11-29T00:00:00
1716;562343;Arnoltice;;;434;Arnoltice;;и.ev.;102;;;40714;742008.00;959157.00;2013-11-29T00:00:00
1724;562343;Arnoltice;;;434;Arnoltice;;и.ev.;103;;;40714;741994.00;959173.00;2013-11-29T00:00:00
1732;562343;Arnoltice;;;434;Arnoltice;;и.ev.;112;;;40714;742052.00;959073.00;2013-11-29T00:00:00
1741;562343;Arnoltice;;;434;Arnoltice;;и.ev.;113;;;40714;741866.00;959268.00;2013-11-29T00:00:00
1759;562343;Arnoltice;;;434;Arnoltice;;и.ev.;116;;;40714;742434.00;959029.00;2013-11-29T00:00:00
1767;562343;Arnoltice;;;434;Arnoltice;;и.ev.;121;;;40714;741886.00;959316.00;2013-11-29T00:00:00
1783;562343;Arnoltice;;;434;Arnoltice;;и.ev.;128;;;40714;741866.75;959275.19;2013-11-29T00:00:00
1791;562343;Arnoltice;;;434;Arnoltice;;и.ev.;129;;;40714;742315.00;958851.00;2013-11-29T00:00:00
1813;562343;Arnoltice;;;434;Arnoltice;;и.ev.;131;;;40714;742409.00;958617.00;2013-11-29T00:00:00
1821;562343;Arnoltice;;;434;Arnoltice;;и.ev.;137;;;40714;742719.00;958986.00;2013-11-29T00:00:00
1830;562343;Arnoltice;;;434;Arnoltice;;и.ev.;170;;;40714;742117.00;958898.00;2013-11-29T00:00:00
1848;562343;Arnoltice;;;434;Arnoltice;;и.ev.;172;;;40714;741832.00;959236.00;2013-11-29T00:00:00
24974323;562343;Arnoltice;;;434;Arnoltice;;и.ev.;174;;;40714;742263.21;958751.52;2014-02-05T00:00:00
25134175;562343;Arnoltice;;;434;Arnoltice;;и.p.;175;;;40714;742476.00;958665.00;2013-11-29T00:00:00
25232894;562343;Arnoltice;;;434;Arnoltice;;и.p.;176;;;40714;742392.00;958798.00;2013-11-29T00:00:00
26328666;562343;Arnoltice;;;434;Arnoltice;;и.p.;36;;;40714;742708.12;959206.54;2013-11-29T00:00:00
26328674;562343;Arnoltice;;;434;Arnoltice;;и.p.;202;;;40714;742445.00;958629.00;2013-11-29T00:00:00
26501449;562343;Arnoltice;;;434;Arnoltice;;и.p.;73;;;40714;742487.00;958870.00;2013-11-29T00:00:00
26713578;562343;Arnoltice;;;434;Arnoltice;;и.ev.;61;;;40714;742603.00;958457.00;2013-11-29T00:00:00
26877937;562343;Arnoltice;;;434;Arnoltice;;и.p.;22;;;40714;742093.00;959090.00;2013-11-29T00:00:00
26877945;562343;Arnoltice;;;434;Arnoltice;;и.p.;173;;;40714;742380.00;958890.00;2013-11-29T00:00:00
26877953;562343;Arnoltice;;;434;Arnoltice;;и.ev.;9;;;40714;742075.00;958899.00;2013-11-29T00:00:00
26877961;562343;Arnoltice;;;434;Arnoltice;;и.ev.;13;;;40714;742081.00;958880.00;2013-11-29T00:00:00
26877970;562343;Arnoltice;;;434;Arnoltice;;и.ev.;28;;;40714;742258.00;958887.00;2013-11-29T00:00:00
26877988;562343;Arnoltice;;;434;Arnoltice;;и.ev.;177;;;40714;742280.00;958851.00;2013-11-29T00:00:00
26877996;562343;Arnoltice;;;434;Arnoltice;;и.ev.;178;;;40714;742134.00;958795.00;2013-11-29T00:00:00
27290344;562343;Arnoltice;;;434;Arnoltice;;и.p.;77;;;40714;742054.00;959293.00;2013-11-29T00:00:00
27587622;562343;Arnoltice;;;434;Arnoltice;;и.p.;21;;;40714;742715.00;959027.00;2013-11-29T00:00:00
27897311;562343;Arnoltice;;;434;Arnoltice;;и.ev.;179;;;40714;742193.00;959018.00;2013-11-29T00:00:00
27949036;562343;Arnoltice;;;434;Arnoltice;;и.p.;180;;;40714;742505.00;958661.00;2013-11-29T00:00:00
28033973;562343;Arnoltice;;;434;Arnoltice;;и.p.;43;;;40714;742242.00;958953.00;2013-11-29T00:00:00
28106407;562343;Arnoltice;;;434;Arnoltice;;и.p.;65;;;40714;742513.00;958760.00;2013-11-29T00:00:00
28199375;562343;Arnoltice;;;434;Arnoltice;;и.p.;23;;;40714;742299.00;958964.00;2013-11-29T00:00:00
28223713;562343;Arnoltice;;;434;Arnoltice;;и.p.;181;;;40714;742490.89;958798.31;2014-02-05T00:00:00
28336127;562343;Arnoltice;;;434;Arnoltice;;и.p.;78;;;40714;742072.01;959279.22;2014-02-05T00:00:00
30671647;562343;Arnoltice;;;434;Arnoltice;;и.p.;4;;;40714;742513.00;958903.00;2013-11-29T00:00:00
30671655;562343;Arnoltice;;;434;Arnoltice;;и.ev.;65;;;40714;742345.00;958343.00;2013-11-29T00:00:00
30671671;562343;Arnoltice;;;434;Arnoltice;;и.ev.;94;;;40714;742630.89;959041.32;2013-11-29T00:00:00
30671680;562343;Arnoltice;;;434;Arnoltice;;и.ev.;182;;;40714;741863.75;959305.46;2014-01-27T00:00:00
40000681;562343;Arnoltice;;;434;Arnoltice;;и.p.;183;;;40714;742539.04;958595.60;2016-03-07T00:00:00
40232077;562343;Arnoltice;;;434;Arnoltice;;и.p.;184;;;40714;742222.68;958911.77;2014-02-05T00:00:00
40647277;562343;Arnoltice;;;434;Arnoltice;;и.p.;185;;;40714;742091.88;959148.65;2014-02-05T00:00:00
41112431;562343;Arnoltice;;;434;Arnoltice;;и.p.;186;;;40714;742123.21;959260.02;2013-11-29T00:00:00
41472225;562343;Arnoltice;;;434;Arnoltice;;и.p.;188;;;40714;742569.29;959227.87;2013-11-29T00:00:00
41691032;562343;Arnoltice;;;434;Arnoltice;;и.p.;189;;;40714;742184.99;959157.97;2013-11-29T00:00:00
42009685;562343;Arnoltice;;;434;Arnoltice;;и.p.;187;;;40714;742016.23;959065.95;2013-11-29T00:00:00
72354003;562343;Arnoltice;;;434;Arnoltice;;и.p.;190;;;40714;742450.56;958648.48;2014-03-10T00:00:00
72375159;562343;Arnoltice;;;434;Arnoltice;;и.p.;191;;;40714;742315.88;958978.44;2014-03-12T00:00:00
72874392;562343;Arnoltice;;;434;Arnoltice;;и.p.;40;;;40714;742591.85;959172.68;2014-07-07T00:00:00
72978414;562343;Arnoltice;;;434;Arnoltice;;и.p.;192;;;40714;742204.24;959145.57;2014-08-13T00:00:00
73297534;562343;Arnoltice;;;434;Arnoltice;;и.p.;194;;;40714;742137.00;959074.13;2014-12-22T00:00:00
74313746;562343;Arnoltice;;;434;Arnoltice;;и.ev.;195;;;40714;742163.33;959015.66;2015-11-27T00:00:00
75298414;562343;Arnoltice;;;434;Arnoltice;;и.p.;196;;;40714;742146.42;959199.85;2016-08-29T00:00:00
75697904;562343;Arnoltice;;;434;Arnoltice;;и.p.;197;;;40714;742164.76;959132.86;2017-01-05T00:00:00
