Kód ADM;Kód obce;Název obce;Název MOMC;Název MOP;Kód èásti obce;Název èásti obce;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
14598540;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;1;;;25067;743757.16;1031308.19;2013-12-01T00:00:00
14598558;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;2;;;25067;743838.29;1031261.33;2013-12-01T00:00:00
14598566;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;3;;;25067;743826.47;1031239.97;2013-12-01T00:00:00
14598574;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;4;;;25067;743807.47;1031172.60;2013-12-01T00:00:00
14598582;538990;Vìtrušice;;;181129;Vìtrušice;Severní;è.p.;5;;;25067;744018.33;1031119.40;2013-12-01T00:00:00
14598591;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;6;;;25067;743834.66;1031165.31;2013-12-01T00:00:00
14598604;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;7;;;25067;743861.86;1031178.20;2013-12-01T00:00:00
14598612;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;8;;;25067;743915.98;1031162.37;2013-12-01T00:00:00
14598621;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;9;;;25067;743912.72;1031181.67;2013-12-01T00:00:00
14598639;538990;Vìtrušice;;;181129;Vìtrušice;Vltavská;è.p.;10;;;25067;743929.62;1031185.35;2013-12-01T00:00:00
14598647;538990;Vìtrušice;;;181129;Vìtrušice;Vltavská;è.p.;11;;;25067;743947.64;1031211.74;2013-12-01T00:00:00
14598655;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;12;;;25067;743871.45;1031196.84;2013-12-01T00:00:00
14598663;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;13;;;25067;743876.15;1031232.47;2013-12-01T00:00:00
14598671;538990;Vìtrušice;;;181129;Vìtrušice;Vltavská;è.p.;14;;;25067;743899.56;1031271.61;2013-12-01T00:00:00
14598680;538990;Vìtrušice;;;181129;Vìtrušice;Hlavní;è.p.;15;;;25067;743902.69;1031285.24;2013-12-01T00:00:00
14598698;538990;Vìtrušice;;;181129;Vìtrušice;Vltavská;è.p.;16;;;25067;743973.23;1031188.22;2013-12-01T00:00:00
14598701;538990;Vìtrušice;;;181129;Vìtrušice;Vltavská;è.p.;17;;;25067;743965.96;1031216.67;2013-12-01T00:00:00
