Kуd ADM;Kуd obce;Nбzev obce;Nбzev MOMC;Nбzev MOP;Kуd ибsti obce;Nбzev ибsti obce;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
2314479;579092;Borovnice;;;7854;Borovnice;;и.p.;29;;;54477;653028.75;1006953.04;2013-12-01T00:00:00
2314487;579092;Borovnice;;;7854;Borovnice;;и.p.;30;;;54477;652980.06;1006972.06;2013-12-01T00:00:00
2314495;579092;Borovnice;;;7854;Borovnice;;и.p.;32;;;54477;652824.44;1006987.88;2013-12-01T00:00:00
2314509;579092;Borovnice;;;7854;Borovnice;;и.p.;33;;;54477;652874.94;1007165.25;2013-12-01T00:00:00
2314517;579092;Borovnice;;;7854;Borovnice;;и.p.;34;;;54477;652812.50;1007162.69;2013-12-01T00:00:00
2314525;579092;Borovnice;;;7854;Borovnice;;и.p.;35;;;54477;652790.44;1007174.06;2013-12-01T00:00:00
2314533;579092;Borovnice;;;7854;Borovnice;;и.p.;36;;;54477;652736.50;1007228.13;2013-12-01T00:00:00
2314541;579092;Borovnice;;;7854;Borovnice;;и.p.;37;;;54477;652690.56;1007284.63;2013-12-01T00:00:00
2314550;579092;Borovnice;;;7854;Borovnice;;и.p.;38;;;54477;652621.44;1007301.69;2013-12-01T00:00:00
2314568;579092;Borovnice;;;7854;Borovnice;;и.p.;39;;;54477;652616.63;1007348.19;2013-12-01T00:00:00
2314576;579092;Borovnice;;;7854;Borovnice;;и.p.;40;;;54477;652575.00;1007300.00;2013-12-01T00:00:00
2314584;579092;Borovnice;;;7854;Borovnice;;и.p.;41;;;54477;652542.94;1007398.63;2013-12-01T00:00:00
2314592;579092;Borovnice;;;7854;Borovnice;;и.p.;42;;;54477;652486.81;1007400.50;2013-12-01T00:00:00
2314606;579092;Borovnice;;;7854;Borovnice;;и.p.;44;;;54477;652448.56;1007364.63;2013-12-01T00:00:00
2314614;579092;Borovnice;;;7854;Borovnice;;и.p.;45;;;54477;652501.00;1007345.00;2013-12-01T00:00:00
2314622;579092;Borovnice;;;7854;Borovnice;;и.p.;46;;;54477;652345.63;1007389.38;2013-12-01T00:00:00
2314631;579092;Borovnice;;;7854;Borovnice;;и.p.;48;;;54477;652255.88;1007388.75;2013-12-01T00:00:00
2314649;579092;Borovnice;;;7854;Borovnice;;и.p.;50;;;54477;652204.00;1007434.56;2013-12-01T00:00:00
2314657;579092;Borovnice;;;7854;Borovnice;;и.p.;51;;;54477;652170.94;1007436.13;2013-12-01T00:00:00
2314665;579092;Borovnice;;;7854;Borovnice;;и.p.;52;;;54477;652161.94;1007401.31;2013-12-01T00:00:00
2314673;579092;Borovnice;;;7854;Borovnice;;и.p.;54;;;54477;652091.69;1007424.75;2013-12-01T00:00:00
2314681;579092;Borovnice;;;7854;Borovnice;;и.p.;57;;;54477;652002.75;1007420.63;2013-12-01T00:00:00
2314690;579092;Borovnice;;;7854;Borovnice;;и.p.;58;;;54477;652018.00;1007475.00;2013-12-01T00:00:00
2314703;579092;Borovnice;;;7854;Borovnice;;и.p.;59;;;54477;651986.13;1007454.31;2013-12-01T00:00:00
2314711;579092;Borovnice;;;7854;Borovnice;;и.p.;60;;;54477;651957.94;1007470.31;2013-12-01T00:00:00
2314720;579092;Borovnice;;;7854;Borovnice;;и.p.;61;;;54477;651954.31;1007424.25;2013-12-01T00:00:00
2314738;579092;Borovnice;;;7854;Borovnice;;и.p.;62;;;54477;651879.50;1007450.25;2013-12-01T00:00:00
2314746;579092;Borovnice;;;7854;Borovnice;;и.p.;64;;;54477;651873.63;1007521.50;2013-12-01T00:00:00
2314754;579092;Borovnice;;;7854;Borovnice;;и.p.;65;;;54477;651851.06;1007506.63;2013-12-01T00:00:00
2314762;579092;Borovnice;;;7854;Borovnice;;и.p.;69;;;54477;651702.81;1007546.00;2013-12-01T00:00:00
2314771;579092;Borovnice;;;7854;Borovnice;;и.p.;70;;;54477;651715.25;1007519.19;2013-12-01T00:00:00
2314789;579092;Borovnice;;;7854;Borovnice;;и.p.;71;;;54477;651679.56;1007526.00;2013-12-01T00:00:00
2314797;579092;Borovnice;;;7854;Borovnice;;и.p.;72;;;54477;651636.83;1007548.58;2013-12-01T00:00:00
2314801;579092;Borovnice;;;7854;Borovnice;;и.p.;75;;;54477;651568.56;1007548.63;2013-12-01T00:00:00
2314819;579092;Borovnice;;;7854;Borovnice;;и.p.;76;;;54477;651541.81;1007587.25;2013-12-01T00:00:00
2314827;579092;Borovnice;;;7854;Borovnice;;и.p.;79;;;54477;651462.13;1007513.56;2013-12-01T00:00:00
2314835;579092;Borovnice;;;7854;Borovnice;;и.p.;81;;;54477;651271.50;1007584.44;2013-12-01T00:00:00
2314843;579092;Borovnice;;;7854;Borovnice;;и.p.;82;;;54477;652286.44;1007430.38;2013-12-01T00:00:00
2314851;579092;Borovnice;;;7854;Borovnice;;и.p.;83;;;54477;651152.56;1007608.50;2013-12-01T00:00:00
2314860;579092;Borovnice;;;7854;Borovnice;;и.p.;85;;;54477;651078.88;1007654.13;2013-12-01T00:00:00
2314878;579092;Borovnice;;;7854;Borovnice;;и.p.;86;;;54477;652853.25;1007317.38;2013-12-01T00:00:00
2314886;579092;Borovnice;;;7854;Borovnice;;и.p.;87;;;54477;651035.63;1007674.13;2013-12-01T00:00:00
2314894;579092;Borovnice;;;7854;Borovnice;;и.p.;88;;;54477;651016.44;1007721.81;2013-12-01T00:00:00
2314908;579092;Borovnice;;;7854;Borovnice;;и.p.;89;;;54477;650957.94;1007692.56;2013-12-01T00:00:00
2314916;579092;Borovnice;;;7854;Borovnice;;и.p.;91;;;54477;650892.69;1007757.44;2013-12-01T00:00:00
2314924;579092;Borovnice;;;7854;Borovnice;;и.p.;92;;;54477;651593.50;1007583.19;2013-12-01T00:00:00
2314932;579092;Borovnice;;;7854;Borovnice;;и.p.;93;;;54477;650901.06;1007792.88;2013-12-01T00:00:00
2314941;579092;Borovnice;;;7854;Borovnice;;и.p.;95;;;54477;650873.88;1007765.44;2013-12-01T00:00:00
2314959;579092;Borovnice;;;7854;Borovnice;;и.p.;96;;;54477;650838.63;1007743.00;2013-12-01T00:00:00
2314967;579092;Borovnice;;;7854;Borovnice;;и.p.;97;;;54477;650852.06;1007781.75;2013-12-01T00:00:00
2314975;579092;Borovnice;;;7854;Borovnice;;и.p.;99;;;54477;650795.31;1007794.38;2013-12-01T00:00:00
2314983;579092;Borovnice;;;7854;Borovnice;;и.p.;100;;;54477;650770.50;1007814.94;2013-12-01T00:00:00
2314991;579092;Borovnice;;;7854;Borovnice;;и.p.;101;;;54477;650751.81;1007783.44;2013-12-01T00:00:00
2315009;579092;Borovnice;;;7854;Borovnice;;и.p.;102;;;54477;650741.69;1007813.06;2013-12-01T00:00:00
2315017;579092;Borovnice;;;7854;Borovnice;;и.p.;104;;;54477;650702.44;1007779.94;2013-12-01T00:00:00
2315025;579092;Borovnice;;;7854;Borovnice;;и.p.;109;;;54477;650579.63;1007914.50;2013-12-01T00:00:00
2315033;579092;Borovnice;;;7854;Borovnice;;и.p.;111;;;54477;650550.00;1007875.00;2013-12-01T00:00:00
2315041;579092;Borovnice;;;7854;Borovnice;;и.p.;112;;;54477;650521.69;1007871.63;2013-12-01T00:00:00
2315050;579092;Borovnice;;;7854;Borovnice;;и.p.;113;;;54477;650500.63;1007886.06;2013-12-01T00:00:00
2315068;579092;Borovnice;;;7854;Borovnice;;и.p.;114;;;54477;650472.06;1007899.44;2013-12-01T00:00:00
2315076;579092;Borovnice;;;7854;Borovnice;;и.p.;115;;;54477;650442.38;1007924.13;2013-12-01T00:00:00
2315084;579092;Borovnice;;;7854;Borovnice;;и.p.;116;;;54477;650400.50;1007934.69;2013-12-01T00:00:00
2315092;579092;Borovnice;;;7854;Borovnice;;и.p.;117;;;54477;650339.38;1007914.50;2013-12-01T00:00:00
2315106;579092;Borovnice;;;7854;Borovnice;;и.p.;118;;;54477;650392.25;1007227.31;2013-12-01T00:00:00
2315114;579092;Borovnice;;;7854;Borovnice;;и.p.;119;;;54477;650505.38;1007940.13;2013-12-01T00:00:00
2315122;579092;Borovnice;;;7854;Borovnice;;и.p.;124;;;54477;650786.00;1007923.69;2013-12-01T00:00:00
2315131;579092;Borovnice;;;7854;Borovnice;;и.p.;125;;;54477;650831.13;1007970.31;2013-12-01T00:00:00
2315157;579092;Borovnice;;;7854;Borovnice;;и.p.;129;;;54477;650989.56;1007880.00;2013-12-01T00:00:00
2315165;579092;Borovnice;;;7854;Borovnice;;и.p.;130;;;54477;651017.25;1007855.56;2013-12-01T00:00:00
2315173;579092;Borovnice;;;7854;Borovnice;;и.p.;134;;;54477;651067.00;1007845.00;2013-12-01T00:00:00
2315181;579092;Borovnice;;;7854;Borovnice;;и.p.;135;;;54477;651139.38;1007778.25;2013-12-01T00:00:00
2315190;579092;Borovnice;;;7854;Borovnice;;и.p.;136;;;54477;651111.44;1007734.56;2013-12-01T00:00:00
2315203;579092;Borovnice;;;7854;Borovnice;;и.p.;137;;;54477;651240.25;1007774.69;2013-12-01T00:00:00
2315211;579092;Borovnice;;;7854;Borovnice;;и.p.;138;;;54477;651285.50;1007720.88;2013-12-01T00:00:00
2315220;579092;Borovnice;;;7854;Borovnice;;и.p.;140;;;54477;652680.50;1007312.81;2013-12-01T00:00:00
2315238;579092;Borovnice;;;7854;Borovnice;;и.p.;142;;;54477;651430.00;1007740.00;2013-12-01T00:00:00
2315246;579092;Borovnice;;;7854;Borovnice;;и.p.;144;;;54477;650609.50;1008014.88;2013-12-01T00:00:00
2315254;579092;Borovnice;;;7854;Borovnice;;и.p.;145;;;54477;651481.44;1007723.88;2013-12-01T00:00:00
2315262;579092;Borovnice;;;7854;Borovnice;;и.p.;147;;;54477;651540.63;1007670.13;2013-12-01T00:00:00
2315271;579092;Borovnice;;;7854;Borovnice;;и.p.;148;;;54477;651572.25;1007673.75;2013-12-01T00:00:00
2315289;579092;Borovnice;;;7854;Borovnice;;и.p.;152;;;54477;651705.69;1007640.81;2013-12-01T00:00:00
2315297;579092;Borovnice;;;7854;Borovnice;;и.p.;153;;;54477;651749.69;1007651.31;2013-12-01T00:00:00
2315301;579092;Borovnice;;;7854;Borovnice;;и.p.;154;;;54477;651814.32;1007668.25;2013-12-01T00:00:00
2315319;579092;Borovnice;;;7854;Borovnice;;и.p.;158;;;54477;651895.00;1007623.69;2013-12-01T00:00:00
2315327;579092;Borovnice;;;7854;Borovnice;;и.p.;164;;;54477;651995.69;1007606.31;2013-12-01T00:00:00
2315335;579092;Borovnice;;;7854;Borovnice;;и.p.;166;;;54477;652034.50;1007554.38;2013-12-01T00:00:00
2315343;579092;Borovnice;;;7854;Borovnice;;и.p.;167;;;54477;652074.81;1007529.56;2013-12-01T00:00:00
2315351;579092;Borovnice;;;7854;Borovnice;;и.p.;168;;;54477;652116.06;1007521.19;2013-12-01T00:00:00
2315360;579092;Borovnice;;;7854;Borovnice;;и.p.;169;;;54477;652119.69;1007535.19;2013-12-01T00:00:00
2315378;579092;Borovnice;;;7854;Borovnice;;и.p.;170;;;54477;652241.00;1007513.19;2013-12-01T00:00:00
2315386;579092;Borovnice;;;7854;Borovnice;;и.p.;171;;;54477;652339.56;1007506.38;2013-12-01T00:00:00
2315394;579092;Borovnice;;;7854;Borovnice;;и.p.;172;;;54477;652441.19;1007500.94;2013-12-01T00:00:00
2315408;579092;Borovnice;;;7854;Borovnice;;и.p.;178;;;54477;652762.00;1007430.44;2013-12-01T00:00:00
2315416;579092;Borovnice;;;7854;Borovnice;;и.p.;181;;;54477;649948.44;1009371.88;2013-12-01T00:00:00
2315424;579092;Borovnice;;;7854;Borovnice;;и.p.;184;;;54477;652699.81;1007333.88;2013-12-01T00:00:00
2315432;579092;Borovnice;;;7854;Borovnice;;и.p.;185;;;54477;651574.69;1007409.44;2013-12-01T00:00:00
2315441;579092;Borovnice;;;7854;Borovnice;;и.p.;186;;;54477;651148.56;1007857.13;2013-12-01T00:00:00
2315459;579092;Borovnice;;;7854;Borovnice;;и.p.;188;;;54477;651237.06;1007701.00;2013-12-01T00:00:00
2315467;579092;Borovnice;;;7854;Borovnice;;и.p.;193;;;54477;650556.69;1007996.19;2013-12-01T00:00:00
2315475;579092;Borovnice;;;7854;Borovnice;;и.p.;196;;;54477;652510.50;1007382.75;2013-12-01T00:00:00
2315483;579092;Borovnice;;;7854;Borovnice;;и.p.;198;;;54477;653078.63;1007097.13;2013-12-01T00:00:00
2315491;579092;Borovnice;;;7854;Borovnice;;и.p.;201;;;54477;653150.69;1007533.31;2013-12-01T00:00:00
2315505;579092;Borovnice;;;7854;Borovnice;;и.p.;202;;;54477;652394.38;1007341.75;2013-12-01T00:00:00
2315513;579092;Borovnice;;;7854;Borovnice;;и.p.;206;;;54477;650538.50;1008082.19;2013-12-01T00:00:00
2315521;579092;Borovnice;;;7854;Borovnice;;и.p.;208;;;54477;650977.63;1008023.81;2013-12-01T00:00:00
2315530;579092;Borovnice;;;7854;Borovnice;;и.p.;210;;;54477;653200.38;1007319.88;2013-12-01T00:00:00
2315548;579092;Borovnice;;;7854;Borovnice;;и.p.;211;;;54477;653543.44;1006714.50;2013-12-01T00:00:00
2315556;579092;Borovnice;;;7854;Borovnice;;и.p.;214;;;54477;654021.94;1006617.06;2013-12-01T00:00:00
2315564;579092;Borovnice;;;7854;Borovnice;;и.p.;215;;;54477;653226.94;1007055.94;2013-12-01T00:00:00
2315572;579092;Borovnice;;;7854;Borovnice;;и.p.;216;;;54477;649870.44;1008539.63;2013-12-01T00:00:00
2315581;579092;Borovnice;;;7854;Borovnice;;и.p.;217;;;54477;649855.25;1008533.19;2013-12-01T00:00:00
2315599;579092;Borovnice;;;7854;Borovnice;;и.p.;218;;;54477;649755.94;1008500.00;2013-12-01T00:00:00
2315602;579092;Borovnice;;;7854;Borovnice;;и.p.;219;;;54477;653685.00;1007185.00;2013-12-01T00:00:00
2315611;579092;Borovnice;;;7854;Borovnice;;и.p.;221;;;54477;650923.19;1007736.06;2013-12-01T00:00:00
2315629;579092;Borovnice;;;7854;Borovnice;;и.p.;222;;;54477;652324.31;1007437.69;2013-12-01T00:00:00
2315637;579092;Borovnice;;;7854;Borovnice;;и.p.;223;;;54477;653048.40;1007107.98;2013-12-01T00:00:00
2315645;579092;Borovnice;;;7854;Borovnice;;и.p.;224;;;54477;653145.25;1007049.13;2013-12-01T00:00:00
2315653;579092;Borovnice;;;7854;Borovnice;;и.p.;225;;;54477;653158.81;1007044.69;2013-12-01T00:00:00
2315661;579092;Borovnice;;;7854;Borovnice;;и.p.;226;;;54477;653391.50;1007316.19;2013-12-01T00:00:00
2315670;579092;Borovnice;;;7854;Borovnice;;и.p.;227;;;54477;653469.44;1007446.50;2013-12-01T00:00:00
2315688;579092;Borovnice;;;7854;Borovnice;;и.p.;228;;;54477;653200.38;1007168.88;2013-12-01T00:00:00
2315696;579092;Borovnice;;;7854;Borovnice;;и.p.;229;;;54477;653114.13;1007006.06;2013-12-01T00:00:00
2315700;579092;Borovnice;;;7854;Borovnice;;и.p.;230;;;54477;652771.06;1007263.81;2013-12-01T00:00:00
2315718;579092;Borovnice;;;7854;Borovnice;;и.p.;231;;;54477;652804.81;1007220.00;2013-12-01T00:00:00
2315726;579092;Borovnice;;;7854;Borovnice;;и.p.;232;;;54477;652728.00;1007375.00;2013-12-01T00:00:00
2315734;579092;Borovnice;;;7854;Borovnice;;и.p.;233;;;54477;652648.88;1007309.31;2013-12-01T00:00:00
2315742;579092;Borovnice;;;7854;Borovnice;;и.p.;234;;;54477;650993.19;1007805.50;2013-12-01T00:00:00
2315751;579092;Borovnice;;;7854;Borovnice;;и.p.;235;;;54477;651976.56;1007482.50;2013-12-01T00:00:00
2315769;579092;Borovnice;;;7854;Borovnice;;и.p.;236;;;54477;652662.00;1007277.19;2013-12-01T00:00:00
2315777;579092;Borovnice;;;7854;Borovnice;;и.p.;237;;;54477;652027.44;1007409.06;2013-12-01T00:00:00
2315785;579092;Borovnice;;;7854;Borovnice;;и.p.;238;;;54477;652842.06;1007158.06;2013-12-01T00:00:00
2315793;579092;Borovnice;;;7854;Borovnice;;и.p.;239;;;54477;652823.50;1007236.44;2013-12-01T00:00:00
2315807;579092;Borovnice;;;7854;Borovnice;;и.p.;240;;;54477;652837.94;1007222.19;2013-12-01T00:00:00
2315815;579092;Borovnice;;;7854;Borovnice;;и.p.;241;;;54477;652875.19;1007266.81;2013-12-01T00:00:00
2315823;579092;Borovnice;;;7854;Borovnice;;и.p.;242;;;54477;653059.94;1007078.75;2013-12-01T00:00:00
2315831;579092;Borovnice;;;7854;Borovnice;;и.p.;243;;;54477;653041.88;1007081.94;2013-12-01T00:00:00
2315840;579092;Borovnice;;;7854;Borovnice;;и.p.;244;;;54477;652903.69;1007110.69;2013-12-01T00:00:00
2315858;579092;Borovnice;;;7854;Borovnice;;и.p.;245;;;54477;653305.25;1007324.69;2013-12-01T00:00:00
2315866;579092;Borovnice;;;7854;Borovnice;;и.p.;246;;;54477;652854.50;1007240.88;2013-12-01T00:00:00
2315874;579092;Borovnice;;;7854;Borovnice;;и.p.;247;;;54477;652748.75;1007025.88;2013-12-01T00:00:00
2315882;579092;Borovnice;;;7854;Borovnice;;и.p.;248;;;54477;652857.25;1007208.06;2013-12-01T00:00:00
2315891;579092;Borovnice;;;7854;Borovnice;;и.p.;249;;;54477;652837.69;1007251.63;2013-12-01T00:00:00
2315904;579092;Borovnice;;;7854;Borovnice;;и.p.;250;;;54477;652085.25;1007361.00;2013-12-01T00:00:00
2315912;579092;Borovnice;;;7854;Borovnice;;и.p.;251;;;54477;652735.44;1007280.25;2013-12-01T00:00:00
2315921;579092;Borovnice;;;7854;Borovnice;;и.p.;252;;;54477;652821.19;1007144.63;2013-12-01T00:00:00
2315939;579092;Borovnice;;;7854;Borovnice;;и.p.;253;;;54477;653021.25;1007085.75;2013-12-01T00:00:00
2315947;579092;Borovnice;;;7854;Borovnice;;и.p.;254;;;54477;652937.00;1007082.50;2016-12-20T00:00:00
2315955;579092;Borovnice;;;7854;Borovnice;;и.p.;255;;;54477;653488.19;1007332.94;2013-12-01T00:00:00
2315963;579092;Borovnice;;;7854;Borovnice;;и.p.;256;;;54477;652131.31;1007420.63;2013-12-01T00:00:00
2315971;579092;Borovnice;;;7854;Borovnice;;и.p.;257;;;54477;652133.69;1007386.19;2013-12-01T00:00:00
2315980;579092;Borovnice;;;7854;Borovnice;;и.p.;258;;;54477;653180.06;1007098.75;2013-12-01T00:00:00
2315998;579092;Borovnice;;;7854;Borovnice;;и.p.;259;;;54477;652052.44;1007432.69;2013-12-01T00:00:00
2316005;579092;Borovnice;;;7854;Borovnice;;и.p.;260;;;54477;652089.75;1007395.06;2013-12-01T00:00:00
2316013;579092;Borovnice;;;7854;Borovnice;;и.p.;261;;;54477;653072.63;1007222.56;2013-12-01T00:00:00
2316021;579092;Borovnice;;;7854;Borovnice;;и.p.;262;;;54477;653071.38;1007195.25;2013-12-01T00:00:00
2316030;579092;Borovnice;;;7854;Borovnice;;и.p.;263;;;54477;653044.19;1007186.94;2013-12-01T00:00:00
2316048;579092;Borovnice;;;7854;Borovnice;;и.p.;264;;;54477;653010.25;1007182.06;2013-12-01T00:00:00
2316056;579092;Borovnice;;;7854;Borovnice;;и.p.;265;;;54477;652996.94;1007187.00;2013-12-01T00:00:00
2316064;579092;Borovnice;;;7854;Borovnice;;и.p.;266;;;54477;653023.75;1007224.94;2013-12-01T00:00:00
2316072;579092;Borovnice;;;7854;Borovnice;;и.p.;267;;;54477;652320.19;1007405.25;2013-12-01T00:00:00
2316081;579092;Borovnice;;;7854;Borovnice;;и.p.;268;;;54477;652786.44;1007420.00;2013-12-01T00:00:00
2316111;579092;Borovnice;;;7854;Borovnice;;и.ev.;59;;;54477;651249.44;1007596.06;2013-12-01T00:00:00
2316129;579092;Borovnice;;;7854;Borovnice;;и.ev.;60;;;54477;654059.94;1006935.50;2013-12-01T00:00:00
2316137;579092;Borovnice;;;7854;Borovnice;;и.ev.;61;;;54477;653034.94;1006947.25;2013-12-01T00:00:00
25538501;579092;Borovnice;;;7854;Borovnice;;и.p.;77;;;54477;652960.02;1007296.49;2013-12-01T00:00:00
26362538;579092;Borovnice;;;7854;Borovnice;;и.p.;31;;;54477;653178.89;1006905.83;2013-12-01T00:00:00
26934043;579092;Borovnice;;;7854;Borovnice;;и.p.;156;;;54477;651840.38;1007625.50;2013-12-01T00:00:00
28379314;579092;Borovnice;;;7854;Borovnice;;и.p.;146;;;54477;651545.54;1007704.75;2013-12-01T00:00:00
30688973;579092;Borovnice;;;7854;Borovnice;;и.p.;43;;;54477;652933.31;1006940.89;2013-12-01T00:00:00
30688981;579092;Borovnice;;;7854;Borovnice;;и.ev.;58;;;54477;652230.00;1007402.00;2013-12-01T00:00:00
30688990;579092;Borovnice;;;7854;Borovnice;;и.ev.;62;;;54477;650925.00;1007680.00;2013-12-01T00:00:00
31193706;579092;Borovnice;;;7854;Borovnice;;и.p.;106;;;54477;651727.00;1007468.00;2013-12-01T00:00:00
31193714;579092;Borovnice;;;7854;Borovnice;;и.p.;107;;;54477;651740.94;1007400.59;2013-12-01T00:00:00
31193722;579092;Borovnice;;;7854;Borovnice;;и.p.;108;;;54477;651774.78;1007409.42;2013-12-01T00:00:00
31193731;579092;Borovnice;;;7854;Borovnice;;и.ev.;56;;;54477;652978.70;1006985.84;2013-12-01T00:00:00
74651013;579092;Borovnice;;;7854;Borovnice;;и.ev.;63;;;54477;650128.93;1008802.23;2016-03-01T00:00:00
75139642;579092;Borovnice;;;7854;Borovnice;;и.ev.;64;;;54477;651571.00;1007604.00;2016-06-23T00:00:00
