Kód ADM;Kód obce;Název obce;Název MOMC;Název MOP;Kód èásti obce;Název èásti obce;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
11898755;555045;Božièany;;;8931;Božièany;;è.p.;1;;;36225;856424.30;1006880.57;2013-12-05T00:00:00
11898763;555045;Božièany;;;8931;Božièany;;è.p.;2;;;36225;;;2011-07-01T00:00:00
11898771;555045;Božièany;;;8931;Božièany;;è.p.;3;;;36225;856457.02;1006893.20;2013-12-05T00:00:00
11898780;555045;Božièany;;;8931;Božièany;;è.p.;4;;;36225;856478.04;1006738.71;2013-12-05T00:00:00
11898798;555045;Božièany;;;8931;Božièany;;è.p.;5;;;36225;856523.78;1006867.91;2013-12-05T00:00:00
11898801;555045;Božièany;;;8931;Božièany;;è.p.;6;;;36225;856576.55;1006752.65;2013-12-05T00:00:00
11898810;555045;Božièany;;;8931;Božièany;;è.p.;8;;;36225;856676.92;1006768.64;2013-12-05T00:00:00
11898828;555045;Božièany;;;8931;Božièany;;è.p.;9;;;36225;856736.40;1006735.47;2013-12-05T00:00:00
11898836;555045;Božièany;;;8931;Božièany;;è.p.;10;;;36225;856753.75;1006642.44;2013-12-05T00:00:00
11898844;555045;Božièany;;;8931;Božièany;;è.p.;11;;;36225;;;2011-07-01T00:00:00
11898852;555045;Božièany;;;8931;Božièany;;è.p.;12;;;36225;;;2011-07-01T00:00:00
11898861;555045;Božièany;;;8931;Božièany;;è.p.;13;;;36225;;;2011-07-01T00:00:00
11898879;555045;Božièany;;;8931;Božièany;;è.p.;14;;;36225;857016.98;1006735.30;2013-12-05T00:00:00
11898887;555045;Božièany;;;8931;Božièany;;è.p.;15;;;36225;;;2011-07-01T00:00:00
11898895;555045;Božièany;;;8931;Božièany;;è.p.;16;;;36225;857211.65;1006846.77;2013-12-05T00:00:00
11898909;555045;Božièany;;;8931;Božièany;;è.p.;17;;;36225;;;2011-07-01T00:00:00
11898917;555045;Božièany;;;8931;Božièany;;è.p.;18;;;36225;857189.31;1006803.68;2013-12-05T00:00:00
11898925;555045;Božièany;;;8931;Božièany;;è.p.;19;;;36225;;;2011-07-01T00:00:00
11898933;555045;Božièany;;;8931;Božièany;;è.p.;20;;;36225;857175.12;1006781.59;2013-12-05T00:00:00
11898941;555045;Božièany;;;8931;Božièany;;è.p.;21;;;36225;;;2011-07-01T00:00:00
11898950;555045;Božièany;;;8931;Božièany;;è.p.;22;;;36225;857153.90;1006779.34;2013-12-05T00:00:00
11898968;555045;Božièany;;;8931;Božièany;;è.p.;23;;;36225;857141.07;1006780.77;2013-12-05T00:00:00
11898976;555045;Božièany;;;8931;Božièany;;è.p.;24;;;36225;857128.22;1006783.51;2013-12-05T00:00:00
11898984;555045;Božièany;;;8931;Božièany;;è.p.;29;;;36225;856838.41;1006830.43;2013-12-05T00:00:00
11898992;555045;Božièany;;;8931;Božièany;;è.p.;30;;;36225;856861.03;1006802.67;2013-12-05T00:00:00
11899018;555045;Božièany;;;8931;Božièany;;è.p.;34;;;36225;856737.45;1006806.35;2013-12-05T00:00:00
11899026;555045;Božièany;;;8931;Božièany;;è.p.;35;;;36225;856784.72;1006831.80;2013-12-05T00:00:00
11899034;555045;Božièany;;;8931;Božièany;;è.p.;36;;;36225;856767.89;1006880.62;2013-12-05T00:00:00
11899042;555045;Božièany;;;8931;Božièany;;è.p.;38;;;36225;;;2011-07-01T00:00:00
11899051;555045;Božièany;;;8931;Božièany;;è.p.;39;;;36225;856634.74;1006870.69;2013-12-05T00:00:00
11899069;555045;Božièany;;;8931;Božièany;;è.p.;40;;;36225;856633.59;1006902.45;2013-12-05T00:00:00
11899077;555045;Božièany;;;8931;Božièany;;è.p.;41;;;36225;856690.73;1007066.59;2013-12-05T00:00:00
11899085;555045;Božièany;;;8931;Božièany;;è.p.;42;;;36225;856605.55;1006998.63;2013-12-05T00:00:00
11899093;555045;Božièany;;;8931;Božièany;;è.p.;43;;;36225;;;2011-07-01T00:00:00
11899115;555045;Božièany;;;8931;Božièany;;è.p.;49;;;36225;856649.72;1006781.48;2013-12-05T00:00:00
11899123;555045;Božièany;;;8931;Božièany;;è.p.;51;;;36225;856794.34;1006688.12;2013-12-05T00:00:00
11899131;555045;Božièany;;;8931;Božièany;;è.p.;52;;;36225;857199.60;1006766.60;2013-12-05T00:00:00
11899140;555045;Božièany;;;8931;Božièany;;è.p.;53;;;36225;856472.63;1006898.87;2013-12-05T00:00:00
11899158;555045;Božièany;;;8931;Božièany;;è.p.;57;;;36225;856792.06;1006456.06;2013-12-05T00:00:00
11899166;555045;Božièany;;;8931;Božièany;;è.p.;63;;;36225;856669.18;1006762.93;2013-12-05T00:00:00
11899174;555045;Božièany;;;8931;Božièany;;è.p.;65;;;36225;;;2011-07-01T00:00:00
11899182;555045;Božièany;;;8931;Božièany;;è.p.;66;;;36225;856428.57;1007040.84;2013-12-05T00:00:00
11899191;555045;Božièany;;;8931;Božièany;;è.p.;70;;;36225;856629.50;1007020.48;2013-12-05T00:00:00
11899204;555045;Božièany;;;8931;Božièany;;è.p.;71;;;36225;;;2011-07-01T00:00:00
