KÛd ADM;KÛd obce;N·zev obce;N·zev MOMC;N·zev MOP;KÛd Ë·sti obce;N·zev Ë·sti obce;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
12631248;538051;Baöù;;;1121;Baöù;LÌbeznick·;Ë.p.;25;;;25065;737015.35;1030884.11;2013-12-06T00:00:00
12631256;538051;Baöù;;;1121;Baöù;N·ves;Ë.p.;26;;;25065;737155.78;1030543.35;2013-12-06T00:00:00
12631264;538051;Baöù;;;1121;Baöù;Kate¯inky;Ë.p.;27;;;25065;737095.60;1030488.10;2013-12-06T00:00:00
12631272;538051;Baöù;;;1121;Baöù;N·ves;Ë.p.;28;;;25065;737106.89;1030556.42;2013-12-06T00:00:00
12631281;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;29;;;25065;737009.14;1030776.07;2013-12-06T00:00:00
12631299;538051;Baöù;;;1121;Baöù;N·ves;Ë.p.;30;;;25065;737161.76;1030527.74;2013-12-06T00:00:00
12631302;538051;Baöù;;;1121;Baöù;⁄zk·;Ë.p.;31;;;25065;737086.55;1030664.06;2013-12-06T00:00:00
12631311;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;32;;;25065;737282.95;1030576.33;2013-12-06T00:00:00
12631329;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;33;;;25065;737053.82;1030689.41;2013-12-06T00:00:00
12631337;538051;Baöù;;;1121;Baöù;Kate¯inky;Ë.p.;34;;;25065;737092.91;1030510.23;2013-12-06T00:00:00
12631345;538051;Baöù;;;1121;Baöù;K N·vsi;Ë.p.;35;;;25065;737145.92;1030645.33;2013-12-06T00:00:00
12631353;538051;Baöù;;;1121;Baöù;N·ves;Ë.p.;36;;;25065;737133.12;1030560.94;2013-12-06T00:00:00
12631361;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;37;;;25065;737062.32;1030745.16;2013-12-06T00:00:00
12631370;538051;Baöù;;;1121;Baöù;K N·vsi;Ë.p.;38;;;25065;737157.84;1030712.49;2013-12-06T00:00:00
12631388;538051;Baöù;;;1121;Baöù;N·ves;Ë.p.;39;;;25065;737171.34;1030573.92;2013-12-06T00:00:00
12631396;538051;Baöù;;;1121;Baöù;Kate¯inky;Ë.p.;40;;;25065;737079.04;1030520.19;2013-12-06T00:00:00
12631400;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;41;;;25065;737096.33;1030732.71;2013-12-06T00:00:00
12631418;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;42;;;25065;737113.58;1030732.46;2013-12-06T00:00:00
12631426;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;43;;;25065;737147.32;1030715.40;2013-12-06T00:00:00
12631434;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;44;;;25065;737126.54;1030715.43;2013-12-06T00:00:00
12631442;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;45;;;25065;737074.59;1030737.77;2013-12-06T00:00:00
12631451;538051;Baöù;;;1121;Baöù;V Chaloupk·ch;Ë.p.;46;;;25065;737097.82;1030707.94;2013-12-06T00:00:00
12631469;538051;Baöù;;;1121;Baöù;V Chaloupk·ch;Ë.p.;47;;;25065;737118.59;1030696.72;2013-12-06T00:00:00
12631477;538051;Baöù;;;1121;Baöù;V Chaloupk·ch;Ë.p.;48;;;25065;737130.36;1030687.07;2013-12-06T00:00:00
12631485;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;49;;;25065;737170.65;1030614.91;2013-12-06T00:00:00
12631493;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;50;;;25065;737191.18;1030613.38;2013-12-06T00:00:00
12631507;538051;Baöù;;;1121;Baöù;Nad RybnÌkem;Ë.p.;51;;;25065;737041.39;1030601.87;2013-12-06T00:00:00
12631515;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;52;;;25065;737099.90;1030633.96;2013-12-06T00:00:00
12631523;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;53;;;25065;736990.47;1030813.18;2013-12-06T00:00:00
12631531;538051;Baöù;;;1121;Baöù;Kate¯inky;Ë.p.;54;;;25065;737075.52;1030534.83;2013-12-06T00:00:00
12631540;538051;Baöù;;;1121;Baöù;K N·vsi;Ë.p.;55;;;25065;737147.07;1030687.53;2013-12-06T00:00:00
12631558;538051;Baöù;;;1121;Baöù;V Chaloupk·ch;Ë.p.;56;;;25065;737069.91;1030719.31;2013-12-06T00:00:00
12631566;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;57;;;25065;737267.46;1030603.02;2013-12-06T00:00:00
12631574;538051;Baöù;;;1121;Baöù;ObecnÌ;Ë.p.;58;;;25065;737297.66;1030618.13;2013-12-06T00:00:00
12631582;538051;Baöù;;;1121;Baöù;ObecnÌ;Ë.p.;59;;;25065;737294.79;1030627.78;2013-12-06T00:00:00
12631591;538051;Baöù;;;1121;Baöù;Nad RybnÌkem;Ë.p.;60;;;25065;736945.52;1030562.09;2013-12-06T00:00:00
12631604;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;62;;;25065;737032.39;1030679.76;2013-12-06T00:00:00
12631612;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;63;;;25065;737168.04;1030589.88;2013-12-06T00:00:00
12631621;538051;Baöù;;;1121;Baöù;ObecnÌ;Ë.p.;64;;;25065;737298.97;1030597.40;2013-12-06T00:00:00
12631639;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;65;;;25065;737137.87;1030611.39;2013-12-06T00:00:00
12631647;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;66;;;25065;737434.32;1030642.89;2013-12-06T00:00:00
12631655;538051;Baöù;;;1121;Baöù;N·ves;Ë.p.;67;;;25065;737175.79;1030517.92;2013-12-06T00:00:00
12631663;538051;Baöù;;;1121;Baöù;V Chaloupk·ch;Ë.p.;68;;;25065;737109.49;1030715.77;2013-12-06T00:00:00
12631671;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;69;;;25065;737248.01;1030608.59;2013-12-06T00:00:00
12631680;538051;Baöù;;;1121;Baöù;Na Horku;Ë.p.;70;;;25065;736917.04;1030402.22;2013-12-06T00:00:00
12631698;538051;Baöù;;;1121;Baöù;U Parku;Ë.p.;72;;;25065;737246.92;1030651.23;2013-12-06T00:00:00
12631701;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;73;;;25065;737014.99;1030804.81;2013-12-06T00:00:00
12631710;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;74;;;25065;737025.06;1030799.71;2013-12-06T00:00:00
12631728;538051;Baöù;;;1121;Baöù;Horka;Ë.p.;75;;;25065;736957.06;1030486.60;2013-12-06T00:00:00
12631736;538051;Baöù;;;1121;Baöù;U Parku;Ë.p.;76;;;25065;737238.65;1030637.48;2013-12-06T00:00:00
12631744;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;77;;;25065;737040.53;1030749.69;2013-12-06T00:00:00
12631752;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;78;;;25065;737044.62;1030793.56;2013-12-06T00:00:00
12631761;538051;Baöù;;;1121;Baöù;V Chaloupk·ch;Ë.p.;79;;;25065;737139.92;1030679.51;2013-12-06T00:00:00
12631779;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;80;;;25065;736939.33;1030460.55;2013-12-06T00:00:00
12631787;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;81;;;25065;736915.00;1030446.00;2013-12-06T00:00:00
12631795;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;82;;;25065;736932.01;1030481.08;2013-12-06T00:00:00
12631809;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;83;;;25065;736917.72;1030468.10;2013-12-06T00:00:00
12631817;538051;Baöù;;;1121;Baöù;Dlouh·;Ë.p.;84;;;25065;736995.08;1030770.92;2013-12-06T00:00:00
12631825;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;85;;;25065;736913.90;1030485.43;2013-12-06T00:00:00
12631833;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;86;;;25065;736906.86;1030522.08;2013-12-06T00:00:00
12631841;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;87;;;25065;736904.52;1030503.33;2013-12-06T00:00:00
12631850;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;88;;;25065;737162.09;1030802.39;2013-12-06T00:00:00
12631868;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;89;;;25065;737086.63;1030828.85;2013-12-06T00:00:00
12631876;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;90;;;25065;737079.54;1030811.33;2013-12-06T00:00:00
12631884;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;91;;;25065;737128.70;1030791.34;2013-12-06T00:00:00
12631892;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;92;;;25065;737154.05;1030775.78;2013-12-06T00:00:00
12631906;538051;Baöù;;;1121;Baöù;Za Dvorem;Ë.p.;93;;;25065;737212.29;1030782.73;2013-12-06T00:00:00
12631914;538051;Baöù;;;1121;Baöù;Za Dvorem;Ë.p.;94;;;25065;737202.45;1030805.60;2013-12-06T00:00:00
12631922;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;95;;;25065;737094.19;1030827.64;2013-12-06T00:00:00
12631931;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;96;;;25065;737166.64;1030816.52;2013-12-06T00:00:00
12631949;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;97;;;25065;737114.37;1030823.93;2013-12-06T00:00:00
12631957;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;98;;;25065;737142.89;1030748.63;2013-12-06T00:00:00
12631965;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;99;;;25065;737087.83;1030776.97;2013-12-06T00:00:00
12631973;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;100;;;25065;737116.79;1030761.10;2013-12-06T00:00:00
12631981;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;101;;;25065;737099.53;1030768.68;2013-12-06T00:00:00
12631990;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;102;;;25065;737464.56;1030476.78;2013-12-06T00:00:00
12632007;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;103;;;25065;737365.67;1030628.20;2013-12-06T00:00:00
12632015;538051;Baöù;;;1121;Baöù;Za äkolkou;Ë.p.;104;;;25065;737428.03;1030716.88;2013-12-06T00:00:00
12632023;538051;Baöù;;;1121;Baöù;ObecnÌ;Ë.p.;105;;;25065;737327.82;1030573.06;2013-12-06T00:00:00
12632031;538051;Baöù;;;1121;Baöù;Za äkolkou;Ë.p.;106;;;25065;737411.56;1030723.91;2013-12-06T00:00:00
12632040;538051;Baöù;;;1121;Baöù;Horka;Ë.p.;107;;;25065;737015.07;1030477.58;2013-12-06T00:00:00
12632058;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;108;;;25065;736929.36;1030505.31;2013-12-06T00:00:00
12632066;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;109;;;25065;737144.05;1030832.68;2013-12-06T00:00:00
12632074;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;110;;;25065;737067.46;1030779.42;2013-12-06T00:00:00
12632082;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;111;;;25065;736923.60;1030527.63;2013-12-06T00:00:00
12632091;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;112;;;25065;737412.29;1030607.09;2013-12-06T00:00:00
12632104;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;114;;;25065;737381.70;1030625.05;2013-12-06T00:00:00
12632112;538051;Baöù;;;1121;Baöù;Za Dvorem;Ë.p.;115;;;25065;737184.68;1030767.05;2013-12-06T00:00:00
12632121;538051;Baöù;;;1121;Baöù;Za äkolkou;Ë.p.;116;;;25065;737391.04;1030727.01;2013-12-06T00:00:00
12632139;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;117;;;25065;737357.22;1030644.89;2013-12-06T00:00:00
12632147;538051;Baöù;;;1121;Baöù;Horka;Ë.p.;118;;;25065;736991.71;1030441.91;2013-12-06T00:00:00
12632155;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;119;;;25065;737434.97;1030609.36;2013-12-06T00:00:00
12632163;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;120;;;25065;737190.67;1030735.92;2013-12-06T00:00:00
12632171;538051;Baöù;;;1121;Baöù;Za äkolkou;Ë.p.;121;;;25065;737461.26;1030713.31;2013-12-06T00:00:00
12632180;538051;Baöù;;;1121;Baöù;Za äkolkou;Ë.p.;122;;;25065;737476.71;1030708.55;2013-12-06T00:00:00
12632201;538051;Baöù;;;1121;Baöù;Za äkolkou;Ë.p.;124;;;25065;737451.06;1030716.81;2013-12-06T00:00:00
12632210;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;125;;;25065;737399.38;1030616.59;2013-12-06T00:00:00
12632228;538051;Baöù;;;1121;Baöù;ObecnÌ;Ë.p.;126;;;25065;737327.88;1030623.12;2013-12-06T00:00:00
12632236;538051;Baöù;;;1121;Baöù;ObecnÌ;Ë.p.;127;;;25065;737335.75;1030618.31;2013-12-06T00:00:00
12632244;538051;Baöù;;;1121;Baöù;K Vod·rnÏ;Ë.p.;128;;;25065;736937.91;1030539.87;2013-12-06T00:00:00
12632252;538051;Baöù;;;1121;Baöù;Ke KlÌÚ·ku;Ë.p.;129;;;25065;736902.45;1030540.05;2013-12-06T00:00:00
12632261;538051;Baöù;;;1121;Baöù;Na Horku;Ë.p.;130;;;25065;736873.22;1030412.20;2013-12-06T00:00:00
12632279;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;131;;;25065;737643.23;1030573.40;2013-12-06T00:00:00
12632287;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;132;;;25065;737611.55;1030574.37;2013-12-06T00:00:00
12632295;538051;Baöù;;;1121;Baöù;Letn·;Ë.p.;133;;;25065;737137.28;1030812.24;2013-12-06T00:00:00
12632309;538051;Baöù;;;1121;Baöù;Horka;Ë.p.;134;;;25065;736959.17;1030441.99;2013-12-06T00:00:00
12632317;538051;Baöù;;;1121;Baöù;Horka;Ë.p.;135;;;25065;736968.34;1030436.18;2013-12-06T00:00:00
12632325;538051;Baöù;;;1121;Baöù;Horka;Ë.p.;136;;;25065;736973.39;1030399.73;2013-12-06T00:00:00
12632333;538051;Baöù;;;1121;Baöù;Horka;Ë.p.;137;;;25065;736964.07;1030412.29;2013-12-06T00:00:00
12632341;538051;Baöù;;;1121;Baöù;Horka;Ë.p.;138;;;25065;736952.74;1030417.68;2013-12-06T00:00:00
12632350;538051;Baöù;;;1121;Baöù;Horka;Ë.p.;139;;;25065;736949.62;1030430.95;2013-12-06T00:00:00
12632368;538051;Baöù;;;1121;Baöù;K Vod·rnÏ;Ë.p.;140;;;25065;736978.99;1030510.94;2013-12-06T00:00:00
12632376;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;141;;;25065;737199.73;1030712.39;2013-12-06T00:00:00
12632384;538051;Baöù;;;1121;Baöù;K Beckovu;Ë.p.;142;;;25065;737379.33;1030701.28;2013-12-06T00:00:00
12632406;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;144;;;25065;737571.73;1030540.42;2013-12-06T00:00:00
12632414;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;145;;;25065;737608.79;1030506.11;2013-12-06T00:00:00
12632422;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;146;;;25065;737603.75;1030508.29;2013-12-06T00:00:00
12632431;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;147;;;25065;737488.90;1030621.37;2013-12-06T00:00:00
12632449;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;148;;;25065;737475.31;1030621.76;2013-12-06T00:00:00
12632457;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;149;;;25065;737774.00;1030550.06;2013-12-06T00:00:00
12632465;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;150;;;25065;737538.66;1030622.02;2013-12-06T00:00:00
12632473;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;151;;;25065;737763.33;1030576.26;2013-12-06T00:00:00
12632481;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;152;;;25065;737745.86;1030556.72;2013-12-06T00:00:00
12632490;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;153;;;25065;737744.24;1030537.65;2013-12-06T00:00:00
12632503;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;154;;;25065;737755.88;1030518.34;2013-12-06T00:00:00
12632511;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;155;;;25065;737741.20;1030495.18;2013-12-06T00:00:00
12632520;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;156;;;25065;737733.94;1030476.88;2013-12-06T00:00:00
12632538;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;157;;;25065;737748.39;1030450.71;2013-12-06T00:00:00
12632546;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;158;;;25065;737729.69;1030438.38;2013-12-06T00:00:00
12632554;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;159;;;25065;737699.57;1030436.01;2013-12-06T00:00:00
12632562;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;160;;;25065;737703.19;1030461.27;2013-12-06T00:00:00
12632571;538051;Baöù;;;1121;Baöù;Kr·tk·;Ë.p.;161;;;25065;737685.88;1030489.02;2013-12-06T00:00:00
12632589;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;162;;;25065;737706.13;1030519.27;2013-12-06T00:00:00
12632597;538051;Baöù;;;1121;Baöù;K Potoku;Ë.p.;163;;;25065;737710.16;1030542.38;2013-12-06T00:00:00
12632601;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;164;;;25065;737713.85;1030565.65;2013-12-06T00:00:00
12632619;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;165;;;25065;737676.10;1030567.82;2013-12-06T00:00:00
12632627;538051;Baöù;;;1121;Baöù;Ke H¯iöti;Ë.p.;166;;;25065;737668.41;1030545.14;2013-12-06T00:00:00
12632635;538051;Baöù;;;1121;Baöù;Kr·tk·;Ë.p.;167;;;25065;737668.00;1030524.25;2013-12-06T00:00:00
12632643;538051;Baöù;;;1121;Baöù;Kr·tk·;Ë.p.;168;;;25065;737679.86;1030491.18;2013-12-06T00:00:00
12632651;538051;Baöù;;;1121;Baöù;Ke H¯iöti;Ë.p.;169;;;25065;737658.67;1030466.74;2013-12-06T00:00:00
12632660;538051;Baöù;;;1121;Baöù;Ke H¯iöti;Ë.p.;170;;;25065;737656.08;1030445.26;2013-12-06T00:00:00
12632678;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;171;;;25065;737591.18;1030532.40;2013-12-06T00:00:00
12632686;538051;Baöù;;;1121;Baöù;ObecnÌ;Ë.p.;172;;;25065;737370.25;1030558.12;2013-12-06T00:00:00
12632694;538051;Baöù;;;1121;Baöù;Za Dvorem;Ë.p.;173;;;25065;737191.67;1030786.34;2013-12-06T00:00:00
12632708;538051;Baöù;;;1121;Baöù;Na Horku;Ë.p.;174;;;25065;736845.63;1030409.50;2013-12-06T00:00:00
12632716;538051;Baöù;;;1121;Baöù;Na Horku;Ë.p.;175;;;25065;736694.11;1030309.66;2013-12-06T00:00:00
12632724;538051;Baöù;;;1121;Baöù;P¯edbojsk·;Ë.p.;201;;;25065;737976.87;1030277.29;2013-12-06T00:00:00
12632741;538051;Baöù;;;1121;Baöù;P¯edbojsk·;Ë.p.;203;;;25065;738128.13;1030422.16;2013-12-06T00:00:00
12632759;538051;Baöù;;;1121;Baöù;Za Vilou;Ë.p.;204;;;25065;738068.66;1030520.65;2013-12-06T00:00:00
12632767;538051;Baöù;;;1121;Baöù;SpojovacÌ;Ë.p.;205;;;25065;738174.71;1030474.46;2013-12-06T00:00:00
12632775;538051;Baöù;;;1121;Baöù;SpojovacÌ;Ë.p.;206;;;25065;738226.77;1030491.86;2013-12-06T00:00:00
12632783;538051;Baöù;;;1121;Baöù;SpojovacÌ;Ë.p.;207;;;25065;738214.92;1030458.88;2013-12-06T00:00:00
12632791;538051;Baöù;;;1121;Baöù;U KapliËky;Ë.p.;208;;;25065;738070.77;1030327.60;2013-12-06T00:00:00
12632813;538051;Baöù;;;1121;Baöù;P¯edbojsk·;Ë.p.;210;;;25065;738020.36;1030292.69;2013-12-06T00:00:00
12632821;538051;Baöù;;;1121;Baöù;SpojovacÌ;Ë.p.;211;;;25065;738276.56;1030540.82;2013-12-06T00:00:00
12632830;538051;Baöù;;;1121;Baöù;P¯edbojsk·;Ë.p.;212;;;25065;;;2011-07-01T00:00:00
12632848;538051;Baöù;;;1121;Baöù;P¯edbojsk·;Ë.p.;213;;;25065;738105.53;1030390.57;2013-12-06T00:00:00
12632856;538051;Baöù;;;1121;Baöù;P¯edbojsk·;Ë.p.;214;;;25065;738068.77;1030419.09;2013-12-06T00:00:00
12632864;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;215;;;25065;737958.87;1030592.93;2013-12-06T00:00:00
12632872;538051;Baöù;;;1121;Baöù;P¯edbojsk·;Ë.p.;216;;;25065;738093.18;1030461.30;2013-12-06T00:00:00
12632881;538051;Baöù;;;1121;Baöù;P¯edbojsk·;Ë.p.;217;;;25065;737902.74;1030102.89;2013-12-06T00:00:00
12632899;538051;Baöù;;;1121;Baöù;Za Vilou;Ë.p.;218;;;25065;738101.86;1030510.04;2013-12-06T00:00:00
12632902;538051;Baöù;;;1121;Baöù;K Lesu;Ë.p.;219;;;25065;738479.12;1031004.41;2013-12-06T00:00:00
12632911;538051;Baöù;;;1121;Baöù;K Lesu;Ë.p.;220;;;25065;738699.40;1031866.93;2013-12-06T00:00:00
12632937;538051;Baöù;;;1121;Baöù;K Lesu;Ë.p.;222;;;25065;738231.58;1030941.89;2013-12-06T00:00:00
12632945;538051;Baöù;;;1121;Baöù;SpojovacÌ;Ë.p.;223;;;25065;738172.22;1030426.47;2013-12-06T00:00:00
12632953;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;224;;;25065;738023.72;1030594.69;2013-12-06T00:00:00
12632961;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;225;;;25065;738017.72;1030595.02;2013-12-06T00:00:00
12632970;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;226;;;25065;738006.81;1030595.58;2013-12-06T00:00:00
12632988;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;227;;;25065;737948.90;1030581.30;2013-12-06T00:00:00
12632996;538051;Baöù;;;1121;Baöù;Za Vilou;Ë.p.;228;;;25065;737952.07;1030562.89;2013-12-06T00:00:00
12633003;538051;Baöù;;;1121;Baöù;Za Vilou;Ë.p.;229;;;25065;737977.15;1030545.37;2013-12-06T00:00:00
12633011;538051;Baöù;;;1121;Baöù;Za Vilou;Ë.p.;230;;;25065;737972.92;1030525.59;2013-12-06T00:00:00
12633020;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;231;;;25065;737989.09;1030596.51;2013-12-06T00:00:00
12633038;538051;Baöù;;;1121;Baöù;P¯edbojsk·;Ë.p.;232;;;25065;738021.20;1030313.27;2013-12-06T00:00:00
12633046;538051;Baöù;;;1121;Baöù;HlavnÌ;Ë.p.;233;;;25065;738198.20;1030573.40;2013-12-06T00:00:00
12633054;538051;Baöù;;;1121;Baöù;K RybnÌku;Ë.p.;234;;;25065;737932.07;1030471.05;2013-12-06T00:00:00
12633062;538051;Baöù;;;1121;Baöù;Za Vilou;Ë.p.;235;;;25065;738002.22;1030532.80;2013-12-06T00:00:00
12633071;538051;Baöù;;;1121;Baöù;K RybnÌku;Ë.p.;236;;;25065;737936.17;1030479.78;2013-12-06T00:00:00
12633089;538051;Baöù;;;1121;Baöù;K RybnÌku;Ë.p.;237;;;25065;737913.44;1030524.99;2013-12-06T00:00:00
