Kód ADM;Kód obce;Název obce;Název MOMC;Název MOP;Kód èásti obce;Název èásti obce;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
8777764;561240;Boøetice;;;8141;Boøetice;;è.p.;1;;;39501;702269.94;1114668.50;2013-12-05T00:00:00
8777772;561240;Boøetice;;;8141;Boøetice;;è.p.;2;;;39501;702271.88;1114687.50;2013-12-05T00:00:00
8777781;561240;Boøetice;;;8141;Boøetice;;è.p.;3;;;39501;702298.00;1114746.75;2013-12-05T00:00:00
8777799;561240;Boøetice;;;8141;Boøetice;;è.p.;5;;;39501;702365.44;1114844.50;2013-12-05T00:00:00
8777802;561240;Boøetice;;;8141;Boøetice;;è.p.;6;;;39501;702386.00;1114807.37;2013-12-05T00:00:00
8777811;561240;Boøetice;;;8141;Boøetice;;è.p.;7;;;39501;702380.06;1114783.63;2013-12-05T00:00:00
8777829;561240;Boøetice;;;8141;Boøetice;;è.p.;8;;;39501;702370.00;1114760.00;2013-12-05T00:00:00
8777837;561240;Boøetice;;;8141;Boøetice;;è.p.;10;;;39501;702342.44;1114727.88;2013-12-05T00:00:00
8777845;561240;Boøetice;;;8141;Boøetice;;è.p.;11;;;39501;702378.38;1114710.50;2013-12-05T00:00:00
8777853;561240;Boøetice;;;8141;Boøetice;;è.p.;12;;;39501;702420.69;1114681.75;2013-12-05T00:00:00
8777861;561240;Boøetice;;;8141;Boøetice;;è.p.;13;;;39501;702405.50;1114661.38;2013-12-05T00:00:00
8777870;561240;Boøetice;;;8141;Boøetice;;è.p.;14;;;39501;702391.63;1114634.50;2013-12-05T00:00:00
8777888;561240;Boøetice;;;8141;Boøetice;;è.p.;15;;;39501;702351.69;1114609.00;2013-12-05T00:00:00
8777896;561240;Boøetice;;;8141;Boøetice;;è.p.;16;;;39501;702323.25;1114587.63;2013-12-05T00:00:00
8777900;561240;Boøetice;;;8141;Boøetice;;è.p.;17;;;39501;702300.00;1114575.00;2013-12-05T00:00:00
8777918;561240;Boøetice;;;8141;Boøetice;;è.p.;18;;;39501;702279.50;1114625.63;2013-12-05T00:00:00
8777926;561240;Boøetice;;;8141;Boøetice;;è.p.;19;;;39501;703012.75;1115849.38;2013-12-05T00:00:00
8777934;561240;Boøetice;;;8141;Boøetice;;è.p.;20;;;39501;701928.69;1114846.88;2013-12-05T00:00:00
8777942;561240;Boøetice;;;8141;Boøetice;;è.p.;21;;;39501;702307.06;1114690.75;2013-12-05T00:00:00
8777951;561240;Boøetice;;;8141;Boøetice;;è.p.;22;;;39501;702319.00;1114706.50;2013-12-05T00:00:00
8777969;561240;Boøetice;;;8141;Boøetice;;è.p.;23;;;39501;702093.81;1114861.50;2013-12-05T00:00:00
8777977;561240;Boøetice;;;8141;Boøetice;;è.p.;24;;;39501;702333.19;1114603.38;2013-12-05T00:00:00
8777985;561240;Boøetice;;;8141;Boøetice;;è.p.;25;;;39501;702073.50;1114880.88;2013-12-05T00:00:00
8777993;561240;Boøetice;;;8141;Boøetice;;è.p.;26;;;39501;702304.25;1114767.38;2013-12-05T00:00:00
8778001;561240;Boøetice;;;8141;Boøetice;;è.p.;27;;;39501;702059.25;1114904.88;2013-12-05T00:00:00
8778019;561240;Boøetice;;;8141;Boøetice;;è.p.;28;;;39501;702030.00;1114906.75;2013-12-05T00:00:00
8778027;561240;Boøetice;;;8141;Boøetice;;è.p.;29;;;39501;702044.13;1114857.00;2013-12-05T00:00:00
8778035;561240;Boøetice;;;8141;Boøetice;;è.p.;30;;;39501;702076.00;1114825.50;2013-12-05T00:00:00
8778043;561240;Boøetice;;;8141;Boøetice;;è.p.;31;;;39501;702082.31;1114855.75;2013-12-05T00:00:00
8778051;561240;Boøetice;;;8141;Boøetice;;è.p.;32;;;39501;702118.06;1114836.38;2013-12-05T00:00:00
8778060;561240;Boøetice;;;8141;Boøetice;;è.p.;33;;;39501;702318.88;1114788.13;2013-12-05T00:00:00
8778078;561240;Boøetice;;;8141;Boøetice;;è.p.;34;;;39501;702345.69;1114838.75;2013-12-05T00:00:00
8778086;561240;Boøetice;;;8141;Boøetice;;è.p.;35;;;39501;702395.00;1114825.00;2013-12-05T00:00:00
8778094;561240;Boøetice;;;8141;Boøetice;;è.p.;36;;;39501;702383.63;1114638.13;2013-12-05T00:00:00
8778108;561240;Boøetice;;;8141;Boøetice;;è.p.;37;;;39501;702421.22;1114714.58;2013-12-05T00:00:00
26362716;561240;Boøetice;;;8141;Boøetice;;è.p.;38;;;39501;702389.53;1114661.17;2013-12-05T00:00:00
26368536;561240;Boøetice;;;8141;Boøetice;;è.p.;39;;;39501;702228.44;1114741.57;2013-12-05T00:00:00
30689562;561240;Boøetice;;;8141;Boøetice;;è.p.;40;;;39501;702366.92;1114742.70;2013-12-05T00:00:00
