Kуd ADM;Kуd obce;Nбzev obce;Nбzev MOMC;Nбzev MOP;Kуd ибsti obce;Nбzev ибsti obce;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
8179221;556858;Bravantice;;;9733;Bravantice;;и.p.;20;;;74281;485513.95;1108327.48;2013-12-01T00:00:00
8179239;556858;Bravantice;;;9733;Bravantice;;и.p.;21;;;74281;485587.91;1108204.80;2013-12-01T00:00:00
8179247;556858;Bravantice;;;9733;Bravantice;;и.p.;22;;;74281;485533.14;1108272.88;2013-12-01T00:00:00
8179255;556858;Bravantice;;;9733;Bravantice;;и.p.;23;;;74281;485595.36;1108253.30;2013-12-01T00:00:00
8179263;556858;Bravantice;;;9733;Bravantice;;и.p.;24;;;74281;485547.27;1108233.61;2013-12-01T00:00:00
8179271;556858;Bravantice;;;9733;Bravantice;;и.p.;25;;;74281;485603.60;1108172.62;2013-12-01T00:00:00
8179280;556858;Bravantice;;;9733;Bravantice;;и.p.;26;;;74281;485550.71;1108181.80;2013-12-01T00:00:00
8179298;556858;Bravantice;;;9733;Bravantice;;и.p.;27;;;74281;485551.71;1108134.07;2013-12-01T00:00:00
8179301;556858;Bravantice;;;9733;Bravantice;;и.p.;28;;;74281;485530.28;1108095.57;2013-12-01T00:00:00
8179310;556858;Bravantice;;;9733;Bravantice;;и.p.;29;;;74281;485587.04;1108081.90;2013-12-01T00:00:00
8179328;556858;Bravantice;;;9733;Bravantice;;и.p.;30;;;74281;485658.77;1108021.35;2013-12-01T00:00:00
8179336;556858;Bravantice;;;9733;Bravantice;;и.p.;31;;;74281;485640.51;1107947.25;2013-12-01T00:00:00
8179344;556858;Bravantice;;;9733;Bravantice;;и.p.;32;;;74281;485692.54;1107899.38;2013-12-01T00:00:00
8179352;556858;Bravantice;;;9733;Bravantice;;и.p.;33;;;74281;485759.46;1107498.04;2013-12-01T00:00:00
8179361;556858;Bravantice;;;9733;Bravantice;;и.p.;34;;;74281;485597.67;1108759.83;2013-12-01T00:00:00
8179379;556858;Bravantice;;;9733;Bravantice;;и.p.;35;;;74281;485408.85;1107682.83;2013-12-01T00:00:00
8179387;556858;Bravantice;;;9733;Bravantice;;и.p.;36;;;74281;485600.86;1108286.78;2013-12-01T00:00:00
8179395;556858;Bravantice;;;9733;Bravantice;;и.p.;37;;;74281;485601.58;1108081.33;2013-12-01T00:00:00
8179409;556858;Bravantice;;;9733;Bravantice;;и.p.;38;;;74281;485588.76;1107911.56;2013-12-01T00:00:00
8179417;556858;Bravantice;;;9733;Bravantice;;и.p.;39;;;74281;485547.78;1107886.92;2013-12-01T00:00:00
8179425;556858;Bravantice;;;9733;Bravantice;;и.p.;40;;;74281;485552.92;1107971.75;2013-12-01T00:00:00
8179433;556858;Bravantice;;;9733;Bravantice;;и.p.;41;;;74281;485537.88;1108003.79;2013-12-01T00:00:00
8179441;556858;Bravantice;;;9733;Bravantice;;и.p.;42;;;74281;485492.60;1107950.19;2013-12-01T00:00:00
8179450;556858;Bravantice;;;9733;Bravantice;;и.p.;43;;;74281;485361.11;1107966.95;2013-12-01T00:00:00
8179468;556858;Bravantice;;;9733;Bravantice;;и.p.;44;;;74281;485457.35;1108050.44;2013-12-01T00:00:00
8179476;556858;Bravantice;;;9733;Bravantice;;и.p.;45;;;74281;485391.48;1108049.61;2013-12-01T00:00:00
8179484;556858;Bravantice;;;9733;Bravantice;;и.p.;46;;;74281;485635.38;1108623.50;2013-12-01T00:00:00
8179492;556858;Bravantice;;;9733;Bravantice;;и.p.;47;;;74281;485461.17;1108218.81;2013-12-01T00:00:00
8179506;556858;Bravantice;;;9733;Bravantice;;и.p.;48;;;74281;485453.07;1108349.67;2013-12-01T00:00:00
8179514;556858;Bravantice;;;9733;Bravantice;;и.p.;49;;;74281;485424.70;1108328.12;2013-12-01T00:00:00
8179522;556858;Bravantice;;;9733;Bravantice;;и.p.;50;;;74281;485449.78;1108386.84;2013-12-01T00:00:00
8179531;556858;Bravantice;;;9733;Bravantice;;и.p.;51;;;74281;485493.48;1108435.15;2013-12-01T00:00:00
8179549;556858;Bravantice;;;9733;Bravantice;;и.p.;52;;;74281;485518.90;1108423.36;2013-12-01T00:00:00
8179565;556858;Bravantice;;;9733;Bravantice;;и.p.;54;;;74281;485391.35;1108498.03;2013-12-01T00:00:00
8179573;556858;Bravantice;;;9733;Bravantice;;и.p.;55;;;74281;485684.35;1107979.50;2013-12-01T00:00:00
8179590;556858;Bravantice;;;9733;Bravantice;;и.p.;57;;;74281;485557.66;1108656.57;2013-12-01T00:00:00
8179603;556858;Bravantice;;;9733;Bravantice;;и.p.;58;;;74281;485573.01;1108659.42;2013-12-01T00:00:00
8179611;556858;Bravantice;;;9733;Bravantice;;и.p.;59;;;74281;485606.24;1108687.38;2013-12-01T00:00:00
8179620;556858;Bravantice;;;9733;Bravantice;;и.p.;60;;;74281;485594.17;1108718.04;2013-12-01T00:00:00
8179638;556858;Bravantice;;;9733;Bravantice;;и.p.;61;;;74281;485520.19;1107937.44;2013-12-01T00:00:00
8179646;556858;Bravantice;;;9733;Bravantice;;и.p.;62;;;74281;485628.16;1108745.74;2013-12-01T00:00:00
8179654;556858;Bravantice;;;9733;Bravantice;;и.p.;63;;;74281;485610.54;1108780.62;2013-12-01T00:00:00
8179662;556858;Bravantice;;;9733;Bravantice;;и.p.;64;;;74281;485642.24;1108791.09;2013-12-01T00:00:00
8179671;556858;Bravantice;;;9733;Bravantice;;и.p.;65;;;74281;485619.06;1108832.31;2013-12-01T00:00:00
8179689;556858;Bravantice;;;9733;Bravantice;;и.p.;66;;;74281;485526.83;1107998.76;2013-12-01T00:00:00
8179697;556858;Bravantice;;;9733;Bravantice;;и.p.;67;;;74281;485670.00;1108910.55;2013-12-01T00:00:00
8179701;556858;Bravantice;;;9733;Bravantice;;и.p.;69;;;74281;485689.69;1108991.80;2013-12-01T00:00:00
8179719;556858;Bravantice;;;9733;Bravantice;;и.p.;70;;;74281;485683.66;1109014.90;2013-12-01T00:00:00
8179735;556858;Bravantice;;;9733;Bravantice;;и.p.;72;;;74281;485644.32;1109043.34;2013-12-01T00:00:00
8179743;556858;Bravantice;;;9733;Bravantice;;и.p.;73;;;74281;485633.10;1109071.25;2013-12-01T00:00:00
8179751;556858;Bravantice;;;9733;Bravantice;;и.p.;74;;;74281;485604.85;1109083.93;2013-12-01T00:00:00
8179760;556858;Bravantice;;;9733;Bravantice;;и.p.;75;;;74281;485396.45;1109048.96;2013-12-01T00:00:00
8179778;556858;Bravantice;;;9733;Bravantice;;и.p.;76;;;74281;485632.67;1109190.21;2013-12-01T00:00:00
8179786;556858;Bravantice;;;9733;Bravantice;;и.p.;77;;;74281;485609.34;1108570.86;2013-12-01T00:00:00
8179794;556858;Bravantice;;;9733;Bravantice;;и.p.;78;;;74281;485573.49;1109212.82;2013-12-01T00:00:00
8179808;556858;Bravantice;;;9733;Bravantice;;и.p.;79;;;74281;485444.59;1109282.34;2013-12-01T00:00:00
8179816;556858;Bravantice;;;9733;Bravantice;;и.p.;80;;;74281;485621.63;1109247.21;2013-12-01T00:00:00
8179824;556858;Bravantice;;;9733;Bravantice;;и.p.;81;;;74281;485602.98;1109279.62;2013-12-01T00:00:00
8179832;556858;Bravantice;;;9733;Bravantice;;и.p.;82;;;74281;485598.61;1109335.13;2013-12-01T00:00:00
8179841;556858;Bravantice;;;9733;Bravantice;;и.p.;83;;;74281;485626.53;1109403.50;2013-12-01T00:00:00
8179859;556858;Bravantice;;;9733;Bravantice;;и.p.;84;;;74281;485597.43;1109150.45;2013-12-01T00:00:00
8179867;556858;Bravantice;;;9733;Bravantice;;и.p.;85;;;74281;485569.47;1109135.68;2013-12-01T00:00:00
8179875;556858;Bravantice;;;9733;Bravantice;;и.p.;86;;;74281;485295.07;1109975.01;2013-12-01T00:00:00
8179891;556858;Bravantice;;;9733;Bravantice;;и.p.;88;;;74281;485564.95;1108848.73;2013-12-01T00:00:00
8179905;556858;Bravantice;;;9733;Bravantice;;и.p.;89;;;74281;485368.25;1109627.87;2013-12-01T00:00:00
8179913;556858;Bravantice;;;9733;Bravantice;;и.p.;90;;;74281;485386.18;1109644.06;2013-12-01T00:00:00
8179921;556858;Bravantice;;;9733;Bravantice;;и.p.;91;;;74281;485344.52;1109728.19;2013-12-01T00:00:00
8179930;556858;Bravantice;;;9733;Bravantice;;и.p.;92;;;74281;485316.51;1109805.95;2013-12-01T00:00:00
8179948;556858;Bravantice;;;9733;Bravantice;;и.p.;93;;;74281;485399.88;1109871.27;2013-12-01T00:00:00
8179956;556858;Bravantice;;;9733;Bravantice;;и.p.;94;;;74281;485301.63;1109927.63;2013-12-01T00:00:00
8179964;556858;Bravantice;;;9733;Bravantice;;и.p.;95;;;74281;485505.63;1109761.44;2013-12-01T00:00:00
8179972;556858;Bravantice;;;9733;Bravantice;;и.p.;96;;;74281;485729.64;1109712.48;2013-12-01T00:00:00
8179981;556858;Bravantice;;;9733;Bravantice;;и.p.;97;;;74281;485508.31;1109716.54;2013-12-01T00:00:00
8179999;556858;Bravantice;;;9733;Bravantice;;и.p.;98;;;74281;485522.96;1109705.46;2013-12-01T00:00:00
8180008;556858;Bravantice;;;9733;Bravantice;;и.p.;99;;;74281;485732.96;1109680.33;2013-12-01T00:00:00
8180016;556858;Bravantice;;;9733;Bravantice;;и.p.;100;;;74281;485416.59;1108121.04;2013-12-01T00:00:00
8180024;556858;Bravantice;;;9733;Bravantice;;и.p.;101;;;74281;485737.25;1109609.84;2013-12-01T00:00:00
8180032;556858;Bravantice;;;9733;Bravantice;;и.p.;102;;;74281;485486.38;1109644.40;2013-12-01T00:00:00
8180041;556858;Bravantice;;;9733;Bravantice;;и.p.;103;;;74281;485502.45;1109593.18;2013-12-01T00:00:00
8180059;556858;Bravantice;;;9733;Bravantice;;и.p.;104;;;74281;485561.46;1109555.84;2013-12-01T00:00:00
8180067;556858;Bravantice;;;9733;Bravantice;;и.p.;105;;;74281;485486.42;1109386.50;2013-12-01T00:00:00
8180083;556858;Bravantice;;;9733;Bravantice;;и.p.;107;;;74281;485585.79;1109509.73;2013-12-01T00:00:00
8180091;556858;Bravantice;;;9733;Bravantice;;и.p.;108;;;74281;485615.66;1109526.95;2013-12-01T00:00:00
8180105;556858;Bravantice;;;9733;Bravantice;;и.p.;109;;;74281;485855.28;1109339.01;2013-12-01T00:00:00
8180113;556858;Bravantice;;;9733;Bravantice;;и.p.;110;;;74281;485788.01;1109300.03;2013-12-01T00:00:00
8180121;556858;Bravantice;;;9733;Bravantice;;и.p.;111;;;74281;485700.94;1109260.90;2013-12-01T00:00:00
8180130;556858;Bravantice;;;9733;Bravantice;;и.p.;112;;;74281;485660.98;1109259.51;2013-12-01T00:00:00
8180148;556858;Bravantice;;;9733;Bravantice;;и.p.;113;;;74281;485765.25;1109225.45;2013-12-01T00:00:00
8180156;556858;Bravantice;;;9733;Bravantice;;и.p.;114;;;74281;485693.58;1109206.58;2013-12-01T00:00:00
8180164;556858;Bravantice;;;9733;Bravantice;;и.p.;115;;;74281;485514.04;1109332.84;2013-12-01T00:00:00
8180181;556858;Bravantice;;;9733;Bravantice;;и.p.;117;;;74281;485825.67;1108475.36;2013-12-01T00:00:00
8180199;556858;Bravantice;;;9733;Bravantice;;и.p.;118;;;74281;485728.68;1109076.78;2013-12-01T00:00:00
8180202;556858;Bravantice;;;9733;Bravantice;;и.p.;119;;;74281;485543.73;1109634.51;2013-12-01T00:00:00
8180211;556858;Bravantice;;;9733;Bravantice;;и.p.;120;;;74281;485609.36;1108811.63;2013-12-01T00:00:00
8180229;556858;Bravantice;;;9733;Bravantice;;и.p.;121;;;74281;485552.86;1108343.31;2013-12-01T00:00:00
8180237;556858;Bravantice;;;9733;Bravantice;;и.p.;122;;;74281;485634.76;1107967.28;2013-12-01T00:00:00
8180245;556858;Bravantice;;;9733;Bravantice;;и.p.;123;;;74281;485530.14;1108492.51;2013-12-01T00:00:00
8180253;556858;Bravantice;;;9733;Bravantice;;и.p.;124;;;74281;485495.95;1107915.01;2013-12-01T00:00:00
8180261;556858;Bravantice;;;9733;Bravantice;;и.p.;125;;;74281;485594.17;1109298.44;2013-12-01T00:00:00
8180270;556858;Bravantice;;;9733;Bravantice;;и.p.;126;;;74281;485577.35;1109360.98;2013-12-01T00:00:00
8180296;556858;Bravantice;;;9733;Bravantice;;и.p.;128;;;74281;485759.45;1107516.72;2013-12-01T00:00:00
8180300;556858;Bravantice;;;9733;Bravantice;;и.p.;129;;;74281;485670.47;1108746.64;2013-12-01T00:00:00
8180318;556858;Bravantice;;;9733;Bravantice;;и.p.;130;;;74281;485515.66;1108359.94;2013-12-01T00:00:00
8180326;556858;Bravantice;;;9733;Bravantice;;и.p.;131;;;74281;485658.67;1109339.12;2013-12-01T00:00:00
8180334;556858;Bravantice;;;9733;Bravantice;;и.p.;132;;;74281;485615.81;1109281.79;2013-12-01T00:00:00
8180342;556858;Bravantice;;;9733;Bravantice;;и.p.;133;;;74281;485533.41;1108185.24;2013-12-01T00:00:00
8180351;556858;Bravantice;;;9733;Bravantice;;и.p.;134;;;74281;485482.95;1109394.48;2013-12-01T00:00:00
8180369;556858;Bravantice;;;9733;Bravantice;;и.p.;135;;;74281;485473.10;1108390.40;2013-12-01T00:00:00
8180377;556858;Bravantice;;;9733;Bravantice;;и.p.;136;;;74281;485474.82;1108409.60;2013-12-01T00:00:00
8180385;556858;Bravantice;;;9733;Bravantice;;и.p.;137;;;74281;485501.71;1108050.42;2013-12-01T00:00:00
8180393;556858;Bravantice;;;9733;Bravantice;;и.p.;138;;;74281;485478.61;1109402.43;2013-12-01T00:00:00
8180407;556858;Bravantice;;;9733;Bravantice;;и.p.;139;;;74281;485501.33;1108471.49;2013-12-01T00:00:00
8180415;556858;Bravantice;;;9733;Bravantice;;и.p.;140;;;74281;485697.34;1108623.89;2013-12-01T00:00:00
8180423;556858;Bravantice;;;9733;Bravantice;;и.p.;141;;;74281;485503.70;1108155.72;2013-12-01T00:00:00
8180431;556858;Bravantice;;;9733;Bravantice;;и.p.;142;;;74281;485677.00;1108631.81;2013-12-01T00:00:00
8180440;556858;Bravantice;;;9733;Bravantice;;и.p.;143;;;74281;485347.06;1109897.95;2013-12-01T00:00:00
8180458;556858;Bravantice;;;9733;Bravantice;;и.p.;144;;;74281;485614.35;1108936.03;2013-12-01T00:00:00
8180466;556858;Bravantice;;;9733;Bravantice;;и.p.;145;;;74281;485247.07;1109509.29;2013-12-01T00:00:00
8180474;556858;Bravantice;;;9733;Bravantice;;и.p.;146;;;74281;485574.79;1108283.98;2013-12-01T00:00:00
8180482;556858;Bravantice;;;9733;Bravantice;;и.p.;147;;;74281;485613.31;1108637.50;2013-12-01T00:00:00
8180491;556858;Bravantice;;;9733;Bravantice;;и.p.;148;;;74281;485588.40;1108368.18;2013-12-01T00:00:00
8180504;556858;Bravantice;;;9733;Bravantice;;и.p.;149;;;74281;485625.38;1108599.89;2013-12-01T00:00:00
8180521;556858;Bravantice;;;9733;Bravantice;;и.p.;151;;;74281;485677.76;1109163.99;2013-12-01T00:00:00
8180547;556858;Bravantice;;;9733;Bravantice;;и.p.;153;;;74281;485877.60;1108047.42;2013-12-01T00:00:00
8180555;556858;Bravantice;;;9733;Bravantice;;и.p.;154;;;74281;485623.23;1109222.40;2013-12-01T00:00:00
8180563;556858;Bravantice;;;9733;Bravantice;;и.p.;155;;;74281;485632.48;1108502.54;2013-12-01T00:00:00
8180571;556858;Bravantice;;;9733;Bravantice;;и.p.;156;;;74281;485567.45;1108292.73;2013-12-01T00:00:00
8180580;556858;Bravantice;;;9733;Bravantice;;и.p.;157;;;74281;485565.69;1109602.77;2013-12-01T00:00:00
8180598;556858;Bravantice;;;9733;Bravantice;;и.p.;158;;;74281;485566.68;1108546.87;2013-12-01T00:00:00
8180601;556858;Bravantice;;;9733;Bravantice;;и.p.;159;;;74281;485603.95;1107821.27;2013-12-01T00:00:00
8180610;556858;Bravantice;;;9733;Bravantice;;и.p.;160;;;74281;485496.76;1108501.18;2013-12-01T00:00:00
8180628;556858;Bravantice;;;9733;Bravantice;;и.p.;161;;;74281;485516.96;1107730.40;2013-12-01T00:00:00
8180636;556858;Bravantice;;;9733;Bravantice;;и.p.;162;;;74281;485549.44;1108907.14;2013-12-01T00:00:00
8180644;556858;Bravantice;;;9733;Bravantice;;и.p.;163;;;74281;485849.98;1108349.48;2013-12-01T00:00:00
8180652;556858;Bravantice;;;9733;Bravantice;;и.p.;164;;;74281;485529.37;1109458.42;2013-12-01T00:00:00
8180661;556858;Bravantice;;;9733;Bravantice;;и.p.;166;;;74281;485603.46;1108895.71;2013-12-01T00:00:00
8180679;556858;Bravantice;;;9733;Bravantice;;и.p.;167;;;74281;485694.62;1108659.63;2013-12-01T00:00:00
8180687;556858;Bravantice;;;9733;Bravantice;;и.p.;168;;;74281;485611.97;1108447.08;2013-12-01T00:00:00
8180695;556858;Bravantice;;;9733;Bravantice;;и.p.;169;;;74281;485360.63;1109827.22;2013-12-01T00:00:00
8180709;556858;Bravantice;;;9733;Bravantice;;и.p.;170;;;74281;485711.08;1107552.62;2013-12-01T00:00:00
8180717;556858;Bravantice;;;9733;Bravantice;;и.p.;171;;;74281;485565.94;1107690.91;2013-12-01T00:00:00
8180725;556858;Bravantice;;;9733;Bravantice;;и.p.;172;;;74281;485501.64;1107707.22;2013-12-01T00:00:00
8180733;556858;Bravantice;;;9733;Bravantice;;и.p.;173;;;74281;485490.01;1107690.85;2013-12-01T00:00:00
8180741;556858;Bravantice;;;9733;Bravantice;;и.p.;174;;;74281;485554.19;1108636.00;2013-12-01T00:00:00
8180750;556858;Bravantice;;;9733;Bravantice;;и.p.;175;;;74281;485779.88;1108452.24;2013-12-01T00:00:00
8180768;556858;Bravantice;;;9733;Bravantice;;и.p.;176;;;74281;485623.44;1108731.92;2013-12-01T00:00:00
8180776;556858;Bravantice;;;9733;Bravantice;;и.p.;177;;;74281;485583.48;1109188.34;2013-12-01T00:00:00
8180784;556858;Bravantice;;;9733;Bravantice;;и.p.;178;;;74281;485629.96;1108892.24;2013-12-01T00:00:00
8180806;556858;Bravantice;;;9733;Bravantice;;и.p.;180;;;74281;485407.14;1109026.76;2013-12-01T00:00:00
8180814;556858;Bravantice;;;9733;Bravantice;;и.p.;181;;;74281;485600.37;1107866.99;2013-12-01T00:00:00
8180822;556858;Bravantice;;;9733;Bravantice;;и.p.;182;;;74281;485425.25;1108295.82;2013-12-01T00:00:00
8180831;556858;Bravantice;;;9733;Bravantice;;и.p.;183;;;74281;485621.07;1109424.78;2013-12-01T00:00:00
8180849;556858;Bravantice;;;9733;Bravantice;;и.p.;185;;;74281;485400.50;1109585.44;2013-12-01T00:00:00
8180857;556858;Bravantice;;;9733;Bravantice;;и.p.;186;;;74281;485549.28;1107841.19;2013-12-01T00:00:00
8180865;556858;Bravantice;;;9733;Bravantice;;и.p.;187;;;74281;485386.36;1109719.25;2013-12-01T00:00:00
8180873;556858;Bravantice;;;9733;Bravantice;;и.p.;188;;;74281;485497.92;1109370.47;2013-12-01T00:00:00
8180881;556858;Bravantice;;;9733;Bravantice;;и.p.;189;;;74281;485736.85;1109745.35;2013-12-01T00:00:00
8180890;556858;Bravantice;;;9733;Bravantice;;и.p.;190;;;74281;485513.08;1108286.35;2013-12-01T00:00:00
8180911;556858;Bravantice;;;9733;Bravantice;;и.p.;192;;;74281;485502.10;1109361.26;2013-12-01T00:00:00
8180938;556858;Bravantice;;;9733;Bravantice;;и.p.;194;;;74281;485510.10;1109704.35;2013-12-01T00:00:00
8180946;556858;Bravantice;;;9733;Bravantice;;и.p.;195;;;74281;485468.19;1108011.24;2013-12-01T00:00:00
8180954;556858;Bravantice;;;9733;Bravantice;;и.p.;196;;;74281;485432.06;1108149.95;2013-12-01T00:00:00
8180962;556858;Bravantice;;;9733;Bravantice;;и.p.;197;;;74281;485805.16;1109067.15;2013-12-01T00:00:00
8180971;556858;Bravantice;;;9733;Bravantice;;и.p.;198;;;74281;485405.10;1108178.60;2013-12-01T00:00:00
8180989;556858;Bravantice;;;9733;Bravantice;;и.p.;199;;;74281;485418.23;1107660.62;2013-12-01T00:00:00
8180997;556858;Bravantice;;;9733;Bravantice;;и.p.;201;;;74281;485704.69;1107924.12;2013-12-01T00:00:00
8181004;556858;Bravantice;;;9733;Bravantice;;и.p.;202;;;74281;485699.69;1108755.92;2013-12-01T00:00:00
8181012;556858;Bravantice;;;9733;Bravantice;;и.p.;203;;;74281;485414.34;1108352.51;2013-12-01T00:00:00
8181021;556858;Bravantice;;;9733;Bravantice;;и.p.;204;;;74281;485548.41;1107819.70;2013-12-01T00:00:00
8181039;556858;Bravantice;;;9733;Bravantice;;и.p.;205;;;74281;485809.30;1109002.21;2013-12-01T00:00:00
8181047;556858;Bravantice;;;9733;Bravantice;;и.p.;206;;;74281;485573.53;1108112.07;2013-12-01T00:00:00
8181055;556858;Bravantice;;;9733;Bravantice;;и.p.;207;;;74281;485382.13;1108533.77;2013-12-01T00:00:00
8181063;556858;Bravantice;;;9733;Bravantice;;и.p.;208;;;74281;485615.36;1109435.66;2013-12-01T00:00:00
8181071;556858;Bravantice;;;9733;Bravantice;;и.p.;209;;;74281;485346.75;1108251.69;2013-12-01T00:00:00
8181080;556858;Bravantice;;;9733;Bravantice;;и.p.;210;;;74281;485419.41;1107608.12;2013-12-01T00:00:00
8181098;556858;Bravantice;;;9733;Bravantice;;и.p.;211;;;74281;485574.26;1109247.65;2013-12-01T00:00:00
8181101;556858;Bravantice;;;9733;Bravantice;;и.p.;212;;;74281;485419.27;1109776.69;2013-12-01T00:00:00
8181110;556858;Bravantice;;;9733;Bravantice;;и.p.;213;;;74281;485303.13;1109834.45;2013-12-01T00:00:00
8181128;556858;Bravantice;;;9733;Bravantice;;и.p.;214;;;74281;485306.28;1110008.74;2013-12-01T00:00:00
8181136;556858;Bravantice;;;9733;Bravantice;;и.p.;215;;;74281;485597.72;1108499.68;2013-12-01T00:00:00
8181144;556858;Bravantice;;;9733;Bravantice;;и.p.;216;;;74281;485452.83;1109865.63;2013-12-01T00:00:00
8181152;556858;Bravantice;;;9733;Bravantice;;и.p.;217;;;74281;485686.07;1107578.99;2013-12-01T00:00:00
8181161;556858;Bravantice;;;9733;Bravantice;;и.p.;218;;;74281;485540.33;1109417.62;2013-12-01T00:00:00
8181179;556858;Bravantice;;;9733;Bravantice;;и.p.;219;;;74281;485393.29;1107744.26;2013-12-01T00:00:00
8181187;556858;Bravantice;;;9733;Bravantice;;и.p.;220;;;74281;485651.31;1107625.08;2013-12-01T00:00:00
8181195;556858;Bravantice;;;9733;Bravantice;;и.p.;221;;;74281;485602.94;1107846.61;2013-12-01T00:00:00
8181209;556858;Bravantice;;;9733;Bravantice;;и.p.;222;;;74281;485588.26;1108694.45;2013-12-01T00:00:00
8181217;556858;Bravantice;;;9733;Bravantice;;и.p.;223;;;74281;485610.61;1109001.44;2013-12-01T00:00:00
8181225;556858;Bravantice;;;9733;Bravantice;;и.p.;224;;;74281;485605.96;1108327.77;2013-12-01T00:00:00
8181233;556858;Bravantice;;;9733;Bravantice;;и.p.;225;;;74281;485660.70;1109283.96;2013-12-01T00:00:00
8181241;556858;Bravantice;;;9733;Bravantice;;и.p.;226;;;74281;485542.96;1107762.43;2013-12-01T00:00:00
8181250;556858;Bravantice;;;9733;Bravantice;;и.p.;227;;;74281;485705.81;1108824.83;2013-12-01T00:00:00
8181268;556858;Bravantice;;;9733;Bravantice;;и.p.;228;;;74281;485708.25;1108833.54;2013-12-01T00:00:00
8181276;556858;Bravantice;;;9733;Bravantice;;и.p.;229;;;74281;485708.87;1108841.10;2013-12-01T00:00:00
8181284;556858;Bravantice;;;9733;Bravantice;;и.p.;230;;;74281;485710.85;1108848.78;2013-12-01T00:00:00
25604031;556858;Bravantice;;;9733;Bravantice;;и.p.;106;;;74281;485496.14;1109636.80;2013-12-01T00:00:00
25604040;556858;Bravantice;;;9733;Bravantice;;и.p.;150;;;74281;485256.25;1109810.18;2013-12-01T00:00:00
25604058;556858;Bravantice;;;9733;Bravantice;;и.p.;200;;;74281;485363.90;1107955.93;2013-12-01T00:00:00
25604066;556858;Bravantice;;;9733;Bravantice;;и.p.;235;;;74281;485511.22;1108566.54;2013-12-01T00:00:00
26281554;556858;Bravantice;;;9733;Bravantice;;и.p.;236;;;74281;485558.74;1107666.20;2013-12-01T00:00:00
26296250;556858;Bravantice;;;9733;Bravantice;;и.p.;233;;;74281;485742.42;1109439.24;2013-12-01T00:00:00
26507277;556858;Bravantice;;;9733;Bravantice;;и.p.;232;;;74281;485945.00;1108974.00;2013-12-01T00:00:00
26523922;556858;Bravantice;;;9733;Bravantice;;и.p.;231;;;74281;485930.00;1108897.00;2013-12-01T00:00:00
26652064;556858;Bravantice;;;9733;Bravantice;;и.p.;234;;;74281;485497.94;1109290.18;2013-12-01T00:00:00
26652072;556858;Bravantice;;;9733;Bravantice;;и.p.;238;;;74281;485587.18;1107620.48;2013-12-01T00:00:00
